cn_0,保护罩,3,5203,防御-2
cn_1,神圣武器,8,5282,增加近战、远程命中和近战对邪恶系伤害
cn_2,附魔武器,12,5283,武器伤害+2
cn_3,负重强化,14,5205,负重值提升
cn_4,护持,21,5284,铠甲防御-3
cn_5,通畅气脉术,26,5209,敏捷+5
cn_6,魔法屏障,31,5210,抵消一次魔伤
cn_7,冥想术,32,5207,魔法恢复提升，移动或攻击后失效
cn_8,体魄强健术,42,5215,力量+5
cn_9,弱化术,47,5214,近战命中-10，远程命中-10，近战物攻-5
cn_10,神佑武器,48,5285,伤害+2，命中+2
cn_11,狂暴术,55,5218,物伤+5，命中+2，防御+10，不会自动回血
cn_12,疾病术,56,5219,防御+12，远程近战伤害-6
cn_13,增幅防御,88,5256,受到的物伤和魔伤降低，等级越高效果越大
cn_14,坚固防护,90,5255,远程闪避、物伤减免提升，卸下盾牌后失效
cn_15,反击屏障,91,5257,一定机率反弹近身伤害
cn_16,冲击士气,117,5260,伤害+5
cn_17,魔法防御,129,5228,魔防+10
cn_18,弱化属性,133,5239,土属性防御-50%
cn_19,弱化属性,133,5263,水属性防御-50%
cn_20,弱化属性,133,5264,风属性防御-50%
cn_21,弱化属性,133,5265,火属性防御-50%
cn_22,镜反射,134,5252,一定机率反弹魔伤
cn_23,净化精神,137,5230,精神+3，魔力恢复+2
cn_24,属性防御,138,5229,全属性防御+10%
cn_25,火焰武器,148,5235,近战物攻+4
cn_26,风之神射,149,5237,远程命中+6
cn_27,大地防护,151,5233,防御-6
cn_28,魔法消除,153,5243,魔防-75%，受到一次魔法攻击后失效
cn_29,水之防护,160,5241,远程闪避+5
cn_30,水之元气,170,5234,首次受到治愈魔法时获2倍效果。
cn_31,属性之火,171,5245,33%机率，近战物攻*1.5
cn_32,二段加速,1000,5236,二段提升速度
cn_33,加速状态,1001,5213,提升所有速度
cn_34,加速回魔状态,1002,5365,提升魔力恢复速度
cn_35,慎重药水状态,1004,5364,魔攻+2，魔力恢复+2
cn_36,缓速状态,1010,5208,降低所有速度
cn_37,变身状态,1011,5286,变为怪物，获得对应能力
cn_38,二段加速,1016,5304,二段提升所有速度
cn_39,禁传状态,1044,5370,禁止传送
cn_40,破匿显形,1045,5368,隐身状态无效
cn_41,体力上限提升,1047,5516,提升体力上限值
cn_42,魔力上限提升,1048,5515,提升魔力上限值
cn_43,禁疗状态,1049,5518,禁止治疗
cn_44,药水霜化状态,1057,5224,无法使用药水
cn_45,变身状态2,1058,5539,变身为怪物，带有负面效果
cn_46,经验奖励,1060,5554,经验提升
cn_47,战王,1050,5528,近战命中+1，近战物攻+1
cn_48,精准,1051,5529,远程命中+1，远程物攻+1
cn_49,光辉,1052,5530,神圣伤害+3
cn_50,灵敏,1053,5531,命中抵御+1，远程闪避+2
cn_51,坚韧,1054,5532,伤害减免+2
cn_52,恢复,1055,5533,回血附加+3，回魔附加+1
cn_53,魔咒,1056,5534,魔伤+2
cn_54,圣结界,68,5223,受到伤害-50%
cn_55,单属性防御,147,5231,土属性防御+50%
cn_56,单属性防御,147,5266,水属性防御+50%
cn_57,单属性防御,147,5267,风属性防御+50%
cn_58,单属性防御,147,5268,火属性防御+50%
cn_59,神圣疾走,1162,5220,提升移动速度，效果不可与二段加速共存
cn_60,魅魔的迷魅,5012,5370,禁止传送
cn_61,士兵守卫魔法,5013,5370,禁止传送
cn_62,魅魔妖后火系魔法,5015,5518,禁止治疗
cn_63,泥龙沼泽泥潭,5020,5208,降低所有速度
cn_64,山凸,5022,5208,降低所有速度
cn_65,土之荆棘,152,5232,持续时间内不可使用二段加速
cn_66,烈焰之魂,175,5249,近战武器伤害最大化
cn_67,风之光影,172,5281,提高命中抵抗(仅限PVP)，降低魔防
cn_68,感恩之心,1064,5584,对怪物伤害+2，对角色伤害+1
cn_69,冻结状态,1065,5280,治疗效果降低30%
cn_70,魔能恢复,1066,5589,持续时间内每秒恢复2点魔力
cn_71,二段加速,1068,5613,二段提升所有速度
cn_72,二段加速,1068,5614,二段提升所有速度
cn_73,伊娃的祝福,1003,5616,可在海底自由呼吸
cn_74,埃耶卡特尔的怒火,1069,5615,对海底怪物增加伤害
cn_75,中毒,11,5603,HP逐渐减少
cn_76,暗盲,20,5601,命中降低
cn_77,晕眩,87,5599,暂时无法行动
cn_78,石化,33,5600,暂时无法行动
cn_79,冰冻,50,5602,治疗效果降低20%
cn_80,沉默,1007,5604,暂时无法使用魔法
cn_81,狂暴术,55,5617,近战物攻+7，防御+10，不会自动回血
cn_82,弱化术,47,5618,近战物攻和远程物攻-15，魔攻-5
cn_83,疾病术,56,5619,防御+15，魔防-15
cn_84,无畏祝福,1071,5623,防御-2，受玩家攻击时，物/魔伤害减免2
cn_85,勇气祝福,1072,5622,防御-2
cn_86,坏物术,27,5650,物理攻击时武器伤害降为0。
cn_87,减速状态,29,5208,持续时间内降低所有速度。
cn_88,二段加速,1078,5667,二段提升所有速度
cn_89,二段加速,1080,5668,二段提升所有速度
cn_90,钢铁防护,168,5251,防御-10。
cn_91,污浊之水,173,5518,禁止治疗。
cn_92,烈炎武器,163,5247,近战物攻+8
cn_93,暴风神射,166,5246,远程物攻+5
cn_94,神佑武器,48,5669,伤害+3，命中+2
cn_95,疾病术,56,5670,防御+20，魔防-30
cn_96,风之神射,149,5671,远程命中+6
cn_97,水之防护,160,5672,远程闪避+5，命中抵抗+8
cn_98,暴风神射,166,5673,远程物攻+8
cn_99,弱化术,47,5674,近战、远程物攻-15，魔攻-5
cn_100,激励士气,114,5261,魔攻+2，额外魔伤+3
cn_101,鼓舞,1082,5676,受到魔法治愈量提高20%
cn_102,亢奋,1083,5677,受到PVP物理伤害减少15%
cn_103,英雄药水,1086,5683,提升命中、伤害、防御和魔力恢复
cn_104,力竭的召唤师,1085,5682,召唤术一次只能召唤一只怪物
cn_105,精准饼干,1087,5701,近战命中+2，远程命中+4
cn_106,尖刺盔甲,89,5700,有机率使近战物理攻击者的武器伤害为0
cn_107,魔能恢复,1066,5697,持续时间内获得额外的魔力自然恢复
cn_108,体回符石,6000,5705,持续时间5秒内，每秒恢复30点体力
cn_109,魔复符石,6001,5704,持续时间5秒内，每秒恢复10点魔力
cn_110,物减符石,6003,5698,持续时间5秒内，受到的物理伤害减少24%
cn_111,魔减符石,6004,5699,持续时间5秒内，受到的魔法伤害减少18%
cn_112,献灵禁咒,73,5706,无视人物角色35%魔防，自身魔防减弱15%
cn_113,二段加速,1088,5721,二段提升所有速度
cn_114,二段加速,1089,5720,二段提升所有速度
cn_115,防护之盾,177,5707,物理减伤+4，魔法减伤+4
cn_116,命中提升,178,5708,近战物理命中+3，远程物理命中+3
cn_117,攻击提升,179,5709,近战物攻+4，远程物攻+4
cn_118,抵抗提升,180,5710,命中抵抗+5
cn_119,暗夜闪避,181,5711,命中抵抗提升，PVP时同时提升远程闪避
cn_120,雾隐术,0,5712,进入隐身状态6秒，附带12秒雾毒效果
cn_121,暗夜之牙,0,5713,近战物攻+8，远程物攻+8
cn_122,诅咒·流血,0,5724,攻击时有机率附加目标4秒流血效果
cn_123,风之暗影,0,5765,攻击时无视目标一定远程闪避与命中抵抗
cn_124,燃烧斗志,0,5725,攻击时有机率出现1.5倍最终伤害
cn_125,双重破坏,0,5719,攻击时有机率出现双倍的武器攻击力
cn_126,雾毒,0,5728,防御+20，魔防-30，物攻-20
cn_127,流血,0,5716,每秒减少有效最大体力的3%
cn_128,诅咒·虚弱,0,5722,攻击时有机率附加目标4秒虚弱效果
cn_129,诅咒·失魂,0,5726,攻击时有机率附加目标4秒失魂效果
cn_130,失魂,0,5727,不可攻击、施法、使用道具
cn_131,虚弱,0,5714,最终物理伤害-10%
cn_132,破坏盔甲,0,5764,攻击玩家时有机率提升物理伤害
cn_133,血盟祝福,0,5734,近战物攻+1
cn_134,血盟祝福,0,5735,远程物攻+1
cn_135,血盟祝福,0,5736,额外魔法伤害+1
cn_136,血盟祝福,0,5737,物伤减免+1
cn_137,血盟祝福,0,5738,魔伤减免+1
cn_138,血盟祝福,0,5739,体力+20
cn_139,血盟祝福,0,5740,近战物攻+3，近战命中+1
cn_140,血盟祝福,0,5741,远程物攻+3，远程命中+1
cn_141,血盟祝福,0,5742,额外魔法伤害+1，魔攻+2
cn_142,血盟祝福,0,5743,物伤减免+3，体力+10
cn_143,血盟祝福,0,5744,魔伤减免+3，体力+10
cn_144,血盟祝福,0,5745,体力+60
cn_145,血盟祝福,0,5746,近战物攻+5，近战命中+2
cn_146,血盟祝福,0,5747,远程物攻+5，远程命中+2
cn_147,血盟祝福,0,5748,额外魔法伤害+2，魔攻+4
cn_148,血盟祝福,0,5749,物伤减免+5，体力+20
cn_149,血盟祝福,0,5750,魔伤减免+5，体力+20
cn_150,血盟祝福,0,5751,体力+120
cn_151,血盟祝福,0,5752,近战物攻+8，近战命中+3
cn_152,血盟祝福,0,5753,远程物攻+8，远程命中+3
cn_153,血盟祝福,0,5754,额外魔法伤害+4，魔攻+6
cn_154,血盟祝福,0,5755,物伤减免+8，体力+30
cn_155,血盟祝福,0,5756,魔伤减免+8，体力+30
cn_156,血盟祝福,0,5757,体力+190
cn_157,血盟祝福,0,5758,近战物攻+11，近战命中+5
cn_158,血盟祝福,0,5759,远程物攻+11，远程命中+5
cn_159,血盟祝福,0,5760,额外魔法伤害+6，魔攻+8
cn_160,血盟祝福,0,5761,物伤减免+11，体力+50
cn_161,血盟祝福,0,5762,魔伤减免+11，体力+50
cn_162,血盟祝福,0,5763,体力+310
cn_163,破坏盔甲,0,5717,NULL
cn_164,盟屋祝福,0,5766,魔伤+3，额外魔伤+3
cn_165,盟屋祝福,0,5767,伤害+4
cn_166,盟屋祝福,0,5768,魔伤+3，额外魔伤+4
cn_167,盟屋祝福,0,5769,伤害+5
cn_168,盟屋祝福,0,5770,魔伤+4，额外魔伤+4
cn_169,盟屋祝福,0,5771,伤害+6
cn_170,众志成城,1090,5729,物理伤害+6，魔伤+5，命中+1
cn_171,地狱诅咒,0,5774,被封禁于地狱之内，时间结束才能离开
cn_172,小型侦查天眼,0,5782,持续时间内侦查自身2格内范围
cn_173,大型侦查天眼,0,5783,持续时间内侦查自身3格内范围
cn_174,石化,0,5786,持续扣血
cn_175,大地之魂,0,5254,被物理攻击时有机率使攻击者中缓速术
cn_176,灼魂之火,0,5250,物理攻击有机率灼烧掉角色的2个增益状态
cn_177,大地屏障,157,5804,受到其他玩家的物理和魔法伤害-15%
cn_178,Teon祝福之力,0,5805,使用Teon直播勋章後获得的增益祝福
cn_179,禁止协助,0,5807,不可接受其他玩家的协助
cn_180,灵魂升华,0,5227,提升20%的体力及魔力最大值
cn_181,娃娃出战,0,5821,魔法娃娃出战中
cn_182,精准目标,1042,5367,在受物理攻击时，将承受额外伤害
cn_183,泡点状态,0,5812,经验持续增加中
cn_184,伏尔坎的祝福,1160,5842,可在火山内部自由呼吸
cn_185,点燃,193,5852,持续受到火属性伤害
cn_186,冻结,194,5853,不能移动或攻击；受到的伤害减少
cn_187,污浊之水,173,5854,治疗量减半。
cn_188,暴风疾走,172,5859,被命中的机率下降，风防+5，魔防-20。
cn_189,石化,1173,5860,暂时无法行动，受到的伤害减少
cn_190,冻结,1172,5853,不能移动或攻击；受到的伤害减少
cn_191,点燃,1174,5852,持续受到火属性伤害
cn_192,神圣武器,8,5861,增加近战对邪恶系伤害
cn_193,通畅气脉术,26,5862,敏捷+3
cn_194,麻痹中,1008,5863,持续扣血
cn_195,麻痹,1009,5864,暂时无法行动
cn_196,坏物术,1081,5867,武器伤害降低
cn_197,大地的祝福,159,5868,为自己及同队伍成员加强7点防御。
cn_198,烈炎气息,155,5872,近战物攻+4
cn_199,烈炎武器,163,5869,近战物攻+6
cn_200,暴风神射,166,5870,远程伤害+6，远程命中+3
cn_201,生命之泉,158,5871,提升体力恢复量+15
cn_202,暴风之眼,156,5873,远程伤害+3，远程命中+2
cn_203,水之防护,160,5874,远程闪避+5，命中抵抗+8
cn_204,死神契约,1180,5857,获得死神之力加持增益
cn_205,死神契约,1181,5858,体力+500、魔力+200、体力回复+5、魔力回复+5、魔防+5%、物伤减免+10、火防+10、水防+10、风防+10、土防+10、眩晕抗性+10、石化抗性+10、中毒抗性+10、致盲抗性+10、冰冻抗性+10
cn_206,土之荆棘,152,5875,移动速度大幅下降
cn_207,风之疾走,1161,5876,提升移动速度，效果不可与二段加速共存
cn_208,钢铁士气,121,5262,防御-8
cn_209,魔法消除,153,5877,魔法防御减少四分之三
cn_210,风之枷锁,1166,5253,攻击速度下降
cn_211,坚固防护,90,5878,远程闪避提升，卸下盾牌后失效
cn_212,尖刺盔甲,89,5879,降低箭伤害并有机率损坏近战攻击者武器