cn_0,"客户端版本:%s 资源版本:%u"
cn_1047,"其他材料"
cn_1048,"体力恢复类"
cn_1049,"魔力恢复类"
cn_1050,"加速类"
cn_1051,"其他补给品"
cn_1052,"卷轴"
cn_1053,"强化卷轴"
cn_1054,"传送卷轴"
cn_1055,"其他卷轴"
cn_1056,"变形"
cn_1057,"变形卷轴"
cn_1058,"一级变形卷轴"
cn_1059,"二级变形卷轴"
cn_1060,"三级变形卷轴"
cn_1061,"高级变形卷轴"
cn_1062,"特殊变形卷轴"
cn_1063,"魔化卷轴"
cn_1064,"精粹"
cn_1065,"魔法材料"
cn_1066,"魔法消耗"
cn_1067,"元素"
cn_1068,"创造怪物魔杖"
cn_1069,"闪电魔杖"
cn_1070,"变形魔杖"
cn_1071,"驱逐魔杖"
cn_1072,"藏宝图"
cn_1073,"藏宝图碎片"
cn_1074,"藏宝图碎片1"
cn_1075,"藏宝图碎片2"
cn_1076,"藏宝图碎片3"
cn_1077,"藏宝图碎片4"
cn_1078,"活动物品"
cn_1079,"当前活动物品"
cn_1080,"箭"
cn_1081,"银箭"
cn_1082,"秘银箭"
cn_1083,"帐号所在服务器合并后超过4个角色的上限，不可再建立新角色"
cn_1084,"普通模式："
cn_1085,"语音模式："
cn_1086,"单次提取物品不可超过180种"
cn_1087,"队伍语音"
cn_1088,"语音"
cn_1089,"开启"
cn_1090,"关闭"
cn_1091,"购买"
cn_1092,"队员列表"
cn_1093,"音量设置"
cn_1094,"退出语音"
cn_1095,"你已进入队伍语音频道，频道剩余时间%02u:%02u"
cn_1096,"\f3未加入队伍，不可使用语音"
cn_1097,"\fW队伍语音功能需要开启麦克风权限，请在设备设定中允许麦克风权限"
cn_1098,"\f3未加入队伍，无法生成队员名片"
cn_1099,"语音设定"
cn_1100,"麦克风"
cn_1101,"扬声器"
cn_1102,"服务器正在维护中，预计开放时间%s"
cn_1103,"请拖放相同种类的装备到[主装备]和[副装备]栏"
cn_1104,"所选[副装备]强化等级必需大于等于安定值。"
cn_1105,"所选主装备和副装备种类不同"
cn_1106,"所选主装备的最低使用等级不高于副装备的最低使用等级%d级"
cn_1107,"所选副装备无最低使用等级，主装备的最低使用等级不可超过%d级"
cn_1108,"[继承结果]的强化等级小于等于[副装备]的强化等级。"
cn_1109,"还有装备没有保存，不能退出"
cn_1110,"强化等级融合继承规则"
cn_1111,"融合继承方法："
cn_1112,"1. 玩家从背包拖动一件[主装备]和一件[副装备]到对应的栏位。\n\n2. [主装备]和[副装备]必须满足以下条件才可进行继承：\n   1) [主装备]和[副装备]必须种类相同。\n   2) [主装备]和[副装备]必须为通过装备制作或重锻生成的装备。\n   3) [主装备]和[副装备]的强化等级必须大于等于安定值。\n   4) [主装备]的最低使用等级不可高于[副装备]的最低使用等级20级。\n   5) 如[副装备]没有最低使用等级，则[主装备]的最低使用等级不可超过52级。\n\n3. 根据所选[主装备]和[副装备]的最低使用等级和强化等级，将显示出融合继承所需的金币。\n\n4. 点击融合继承，将消耗对应金币，在[继承结果]栏生成继承结果。\n\n5. [继承结果]的强化等级必定为[主装备]强化等级~[副装备]强化等级之间的一级。\n\n6. [主装备]和[副装备]间的强化等级差越小，完美融合继承的机率越高。\n\n7. 玩家可从[主装备]、[副装备]和[继承结果]中任选一件保存，其余两件将被放弃，且不可撤回。\n\n8. 融合继承的结果装备，不可再次作为[主装备]参与继承。但对其使用强化卷轴致其等级发生变化后（如等级±0，则不算等级发生变化），则可作为[主装备]。"
cn_1113,"\fW背包装备"
cn_1114,"\fW融合继承"
cn_1115,"副装备"
cn_1116,"转移强化等级的装备"
cn_1117,"主装备"
cn_1118,"继承强化等级的装备"
cn_1119,"继承结果"
cn_1120,"融合继承"
cn_1121,"保留"
cn_1122,"请选择需要保留的装备，然后点击保留进行保存"
cn_1123,"保留成功"
cn_1124,"领奖"
cn_1125,"积分兑换"
cn_1126,"抽奖"
cn_1127,"请加入[副装备]。"
cn_1128,"请加入[主装备]。"
cn_1129,"请确认以下参与强化继承的装备：\n副装备：%s\n主装备：%s\n结果装备：%s\n\f=概率:%s"
cn_1130,"融合继承"
cn_1131,"保存结果"
cn_1132,"\f=确认最终保留的装备后，\n将放弃另外两件装备，且不可撤回。"
cn_1133,"消耗金币"
cn_1134,"\f3积分不足，兑换需要消耗%u积分"
cn_1135,"积分"
cn_1136,"音效"
cn_1137,"系统"
cn_1138,"屏幕适配："
cn_1139,"此功能暂未开放"
cn_1140,"确  定"
cn_1141,"释  放"
cn_1142,"请从左侧选择您希望查看的帮助资讯"
cn_1143,"游戏介面"
cn_1144,"\f21.1 状态"
cn_1145,"\f21.2 操作技巧"
cn_1146,"游戏系统"
cn_1147,"\f22.1 装备制作说明"
cn_1148,"\f22.2 强化"
cn_1149,"\f22.3 战斗PK"
cn_1150,"\f22.3 血盟"
cn_1151,"\f22.4 盟战规则"
cn_1152,"\f22.5 变形"
cn_1153,"\f22.6 交易"
cn_1154,"\f22.7 社交"
cn_1155,"\f22.8 传送"
cn_1156,"\f22.9 正义值"
cn_1157,"\f22.10 死亡惩罚"
cn_1158,"玩家守则"
cn_1159,"联系我们"
cn_1160,"关于"
cn_1161,"或以上"
cn_1162,"所选[主装备]强化等级必需超过安定值。"
cn_1163,"所选[副装备]与[主装备]强化等级差必需大于等于0小于等于%d。"
cn_1164,"此地图无法切换装备"
cn_1165,"融合继承的结果装备，不可再次作为主装备参与继承"
cn_1166,"\f3不可作为主装备参与融合继承\n"
cn_1167,"画面"
cn_1168,"环境特效"
cn_1169,"\fK输入发送信息"
cn_1170,"\fK发送信息至[%s]"
cn_1171,"大喊"
cn_1172,"世界"
cn_1173,"密语"
cn_1174,"队伍"
cn_1175,"血盟"
cn_1176,"系统"
cn_1177,"讯息"
cn_1178,"\f9讯 息"
cn_1179,"\fQ讯 息"
cn_1180,"\fK战斗纪录"
cn_1181,"\f=%s \fD闪避了你的攻击"
cn_1182,"\fD你攻击了 \f=%s \fD，造成了 \f=%d点伤害"
cn_1183,"\fD你使用魔法攻击了 \f=%s \fD，造成了 \f=%d点伤害"
cn_1184,"\fE你获得了\f=%s\fE的效果"
cn_1185,"\fE你失去了\f=%s\fE的效果"
cn_1186,"\fD你对 \f=%s \fD施放 \f=%s \fD的效果成功了"
cn_1187,"\fD你对 \f=%s \fD施放 \f=%s \fD的效果失败了"
cn_1188,"\f=%s \fC对你施放 \f=%s \fC的效果成功了"
cn_1189,"\f=%s \fC对你施放 \f=%s \fC的效果失败了"
cn_1190,"\f=%s\fB需要冷却\f=%s秒"
cn_1191,"\f=%s\fB冷却完毕"
cn_1192,"\f[剩余%d次"
cn_1193,"\f[剩余次数不足!"
cn_1194,"玩家"
cn_1195,"奖金"
cn_1196,"时间"
cn_1197,"\f[规则"
cn_1198,"\f[一键领取"
cn_1199,"合共%d金币"
cn_1200,"恭喜你获得以下红包"
cn_1201,"\f[金币"
cn_1202,"\f[一键开启"
cn_1203,"\f[返回"
cn_1204,"\f[再开一次"
cn_1205,"\f[红包"
cn_1206,"\f[幸运榜"
cn_1207,"\f[富豪榜"
cn_1208,"\f[累计奖池"
cn_1209,"\f[规则"
cn_1210,"1. 选择不同价格，点击「开始」键开始落下红包雨。\n\n2. 红包雨落下的过程中，玩家需手动点击落下的红包，最多可获得9个红包。\n\n3. 玩家可点击「一键领取」键跳过点击红包的过程。点击后，系统将自动为玩家领取9个红包。\n\n4. 红包雨结束后，玩家可手动逐个打开红包或选择「一键打开」全部红包。\n\n5. 如玩家在付款后关闭游戏或断线，再次上线后，所得奖金自动加入背包，不作额外提示。"
cn_1211,"\f[开始"
cn_1212,"\fK等级体力上限"
cn_1213,"\fK等级魔力上限"
cn_1214,"体力最大上限"
cn_1215,"魔力最大上限"
cn_1216,"红包"
cn_1217,"来自%s的红包"
cn_1218,"发红包"
cn_1219,"发红包纪录"
cn_1220,"收红包纪录"
cn_1221,"好友红包"
cn_1222,"世界红包"
cn_1223,"血盟红包"
cn_1224,"队伍红包"
cn_1225,"类型:"
cn_1226,"个数:"
cn_1227,"金额:"
cn_1228,"总额:"
cn_1229,"寄语:"
cn_1230,"对象:"
cn_1231,"随机"
cn_1232,"均等"
cn_1233,"\f21.1 角色信息"
cn_1234,"\f21.2 游戏时间"
cn_1235,"\f21.3 状态(buff)显示"
cn_1236,"\f21.4 角色菜单"
cn_1237,"\f21.5 交互菜单"
cn_1238,"\f21.6 常用操作"
cn_1239,"\f21.7 快捷键"
cn_1240,"\f21.8 系统信息"
cn_1241,"\f21.9 地图视窗"
cn_1242,"\f21.10 视频攻略"
cn_1243,"\f21.10 聊天视窗"
cn_1244,"\f21.11 充值视窗"
cn_1245,"\f22.1 社交"
cn_1246,"\f22.2 交易"
cn_1247,"\f22.3 装备"
cn_1248,"\f22.4 装备强化"
cn_1249,"\f22.5 正义值"
cn_1250,"\f22.6 战斗"
cn_1251,"\f22.7 血盟"
cn_1252,"\f22.9 物资状态"
cn_1253,"\f22.10 变形"
cn_1254,"\f22.11 传送"
cn_1255,"装备制作说明【主神蒂安】"
cn_1256,"\f2 马洛斯-武器"
cn_1257,"\f23.1.1 武士刀"
cn_1258,"\f23.1.2 大马士革刀"
cn_1259,"\f23.1.3 银长剑"
cn_1260,"\f23.1.4 卡萨战矛"
cn_1261,"\f23.1.5 精钢巨斧"
cn_1262,"\f23.1.6 玛娜之杖"
cn_1263,"\f23.1.7 巴德匕首"
cn_1264,"\f23.1.8 十字短弓"
cn_1265,"\f2 马洛斯-防具"
cn_1266,"\f23.2.1 尖刺皮帽"
cn_1267,"\f23.2.2 骑士头盔"
cn_1268,"\f23.2.3 巴拉尔头盔"
cn_1269,"\f23.2.4 油布斗篷"
cn_1270,"\f23.2.5 银纹斗篷"
cn_1271,"\f23.2.6 红纹斗篷"
cn_1272,"\f23.2.7 防护斗篷"
cn_1273,"\f23.2.8 T恤"
cn_1274,"\f23.2.9 软皮甲"
cn_1275,"\f23.2.10 卡司特链甲"
cn_1276,"\f23.2.11 体力手套"
cn_1277,"\f23.2.12 魔力手套"
cn_1278,"\f23.2.13 软皮靴"
cn_1279,"\f23.2.14 短靴"
cn_1280,"\f23.2.15 长靴"
cn_1281,"\f23.2.16 小盾牌"
cn_1282,"\f23.2.17 大盾牌"
cn_1283,"\f23.2.18 莉雅项链"
cn_1284,"\f23.2.19 破旧的体力腰带"
cn_1285,"\f23.2.20 破旧的能量腰带"
cn_1286,"\f23.2.21 破旧的魔力腰带"
cn_1287,"红包规则\n1、四种红包途径\n\n1）好友红包\n给指定好友发红包，可选择「好友红包」进行发送；\n发送时，好友必须在线；\n红包金额范围为5000金币至1000万金币；\n每次只能给1个好友发红包，如需给多个好友派发红包，可分多次发送。\n\n2）队伍红包\n给当前队伍成员发红包，可选择「队伍红包」进行发送；\n发送时，自己需处于组队状态；\n红包金额范围为5万金币至2000万金币；\n红包个数范围为1至8个；\n每个「队伍红包」系统将收取2%手续费，费用将在红包总金额中扣取。\n\n3）血盟红包\n给所在血盟的成员发红包，可选择「血盟红包」进行发送；\n发送时，需已加入血盟；\n红包金额范围为10万金币至5000万金币；\n红包个数范围为10个至50个；\n每个「血盟红包」系统将收取3%手续费，费用将在红包总金额中扣取。\n\n4）世界红包\n给伊丁天堂世界大众发红包，可选择「世界红包」进行发送；\n红包金额范围为50万金币至1亿金币；\n红包个数范围为20个至200个；\n每个「世界红包」系统收取4%手续费，费用将在红包总金额中扣取。\n\n2、均等红包与随机红包\n\n1）均等红包\n总金额平分到每个红包中，每个红包可获得的金币数将相同；\n\n2）随机红包\n总金额由全部红包随机分配，每个红包可获得的金币数随机，可能不相同。\n\n3、红包的接收与领取\n\n1）红包接收者需红包发出时在线并在离线前领取红包，一旦离线将失去领取该红包的资格；\n\n2）好友红包自己不可领取；\n\n3）队伍红包、血盟红包和世界红包，自己也可领取；\n\n4）红包个数有限，先领先得，领完即止。\n\n4、红包的超时处理\n\n1）收红包记录保留时间为红包发出后的12小时，仅保留当次在线获得领取资格的红包和已领取的红包，离线前未领取的红包将丧失领取资格，无法再领取，请在保留时间内且离线前及时领取，以免超时或离线红包消失无法领取；\n\n2）发红包记录保留时间共24小时，红包发出的12小时后，剩余未被领取的金币可被发红包者领回，24小时后，该发红包记录将超时消失，无论是否已领回剩余金币，均无法再领回，请及时领回。"
cn_1288,"请选择收红包的好友"
cn_1289,"请输入红包个数（1）"
cn_1290,"请输入红包金额（5仟~1000万）"
cn_1291,"请输入9字内寄语"
cn_1292,"请输入红包个数（1~8）"
cn_1293,"请输入红包金额（5万~2000万）"
cn_1294,"请输入红包个数（10~50）"
cn_1295,"请输入红包金额（10万~5000万）"
cn_1296,"请输入红包个数（20~200）"
cn_1297,"请输入红包金额（50万~1亿）"
cn_1298,"恭喜发财，万事如意"
cn_1299,"红包种类:%s\n\f=金额:%d"
cn_1300,"红包种类:%s\n类型:%s\n个数:%d\n\f=金额:%d"
cn_1301,"领回"
cn_1302,"超时"
cn_1303,"已开"
cn_1304,"已领"
cn_1305,"颜色"
cn_1306,"当前"
cn_1307,"你可消耗1张\fW$2064\f>返回指定城镇"
cn_1308,"\f2元素强化：%+d[ \f=%u\f2 ]\n"
cn_1309,"\f2元素特化：尚未开放，敬请期待\n"
cn_1310,"\f2天启魔能：%u/1000\n"
cn_1311,"\f2元素等级：%+u\n"
cn_1312,"\f2可融合元素的武器等级：%u-%u\n"
cn_1313,"元素强化"
cn_1314,"提取元素"
cn_1315,"融合元素"
cn_1316,"元素特化"
cn_1317,"提取结果"
cn_1318,"融合结果"
cn_1319,"武器源晶"
cn_1320,"武器"
cn_1321,"确定强化"
cn_1322,"确定提取"
cn_1323,"确定融合"
cn_1324,"确定特化"
cn_1325,"已经达到最大元素强化等级"
cn_1326,"\fW请选择四元素的特化效果"
cn_1327,"\f3金币不足"
cn_1328,"\f3天启源晶不足"
cn_1329,"尚未放入用于元素强化的武器"
cn_1330,"尚未选择将要强化的元素系"
cn_1331,"一道金光闪过，元素强化\f2成功\f>，武器的元素强化\f2等级+1\f>，元素伤害提升为\f2%u"
cn_1332,"一道白光闪过，元素强化\f3失败\f>，幸运的是元素强化等级并未下降"
cn_1333,"一道黑光闪过，元素强化失败，武器的元素强化等级-1"
cn_1334,"尚未放入准备提取元素的武器"
cn_1335,"一道金光闪过，你提取出了\f2完整的%s"
cn_1336,"尚未放入用于融合元素的武器"
cn_1337,"尚未放入用于融合元素的武器源晶"
cn_1338,"融合元素\f2成功\f>，获得了%s"
cn_1339,"\f=此功能暂未开放，敬请期待后续版本更新"
cn_1340,"武器的现有强化元素与所选的元素属不同元素系别\n是否\f3放弃\f>武器原有的元素继续强化？\n\f=当前武器：%s\n所选元素：%s"
cn_1341,"继续强化"
cn_1342,"武器的现有强化元素与所选源晶的元素属不同元素系别\n是否\f3放弃\f>武器原有的元素继续融合？\n\f=当前武器：%s\n所选元素：%s"
cn_1343,"继续融合"
cn_1344,"元素强化规则"
cn_1345,"\f=一、元素强化\n\n\fW1.条件和材料\n\f>1.1除了试炼之地任务获得的和初心者系列以外的[武器]\n1.2[武器]的强化等级必须达到安定值\n1.3消耗属性源晶和金币\n\fW2.基本规则\n\f>2.1当前最高元素强化等级：+5\n2.2消耗属性源晶等级、种类与数量：与元素强化等级有关，例如从元素强化+0升级至土元素强化+1时，需要消耗2颗1级土之源晶\n2.3元素强化成功时，元素强化等级+1\n2.4元素强化失败时，元素强化等级保持不变，装备不会损坏\n2.5不同系元素（如原武器爲+2水元素武器和选择元素系为风元素）强化时，将会替换武器原有的强化元素，重新提升元素等级\n\fW3.元素伤害\n\f>3.1远近战物理攻击时附加元素伤害\n3.2施放与元素武器同系列（如：水元素武器和冰锥）的魔法时增加元素伤害\n3.3元素伤害\n元素强化+1：+1 元素伤害\n元素强化+2：+2 元素伤害\n元素强化+3：+4 元素伤害\n元素强化+4：+7 元素伤害\n元素强化+5：+11元素伤害\n\n\f=二、提取元素\n\n\fW1.条件和材料\n\f>1.1拥有元素强化等级的[武器]\n1.2消耗对应等级的属性源晶和金币\n\fW2.基本规则\n\f>2.1消耗数量和属性源晶等级：与武器的元素强化属性以及等级有关\n2.2完整提取元素时，生成对应元素等级的[武器源晶]和失去元素强化等级的[武器]\n2.3不完整提取元素时，有80%的机会会生成对应元素等级-1的[武器源晶]和失去元素强化等级的[武器]\n2.4若想100%完整提取元素，可勾选[无损提取]选项，但需要额外消耗对应强化等级的属性源晶和金币\n\n\f=三、融合元素\n\n\fW1.条件和材料\n\f>1.1除了试炼之地任务获得的和初心者系列以外的[武器]\n1.2[武器]的强化等级必须达到安定值\n1.3元素武器源晶Lv.1-5\n\fW2.基本规则\n\f>2.1当前最高元素强化等级：+5\n2.2消耗金币：与融合元素的武器源晶等级有关\n2.3元素融合必然成功，融合后的武器获得武器源晶上的元素强化等级\n2.4不同系元素（如原武器爲+2水元素武器和选择的武器源晶为2级风之武器源晶）融合时，将会替换武器原有的强化元素\n2.5同系元素融合时，元素强化等级需低于所选择的武器源晶等级\n\n"
cn_1346,"武器的需要为试炼之地任务获得的和初心者系列以外的武器"
cn_1347,"武器的元素系列和武器源晶相同时，元素强化等级必须小于武器源晶等级"
cn_1348,"无损提取"
cn_1349,"选择\n元素"
cn_1350,"一道蓝光闪过，你只提取出了\f3%s"
cn_1351,"装备强化"
cn_1352,"武器强化"
cn_1353,"防具强化"
cn_1354,"天启源晶"
cn_1355,"天启魔能"
cn_1356,"饰品强化"
cn_1357,"其他卷轴"
cn_1358,"放入\n武器"
cn_1359," "
cn_1360,"放入武器"
cn_1361,"放入武器源晶"
cn_1362,"\f3天启魔能：%u/1000\n"
cn_1363,"一般"
cn_1364,"交易准许"
cn_1365,"组队准许"
cn_1366,"\f3[不可使用]"
cn_1367,"\f3「永恒」装备：不可继续强化，不可参与强化继承，不可参与元素强化。+0装备可在马洛斯武器店/防具店出售(古代铂金币)"
cn_1368,"\f3「永恒」道具：不可使用，不可交易，可在马洛斯道具店/魔法书商人处出售(古代铂金币)"
cn_1369,"注意事项：\n角色将从1级重新升级至10级，并根据初始属性从新生成属性。不论是否已分配附加属性，将保留50级至%d级的附加属性供重新分配。\n通过降级或使用物品获得的额外体力和魔力，将在重置后失效。"
cn_1370,"注意事项：\n角色将从1级重新升级至%d级，并根据以上配置从新生成属性。\n通过降级或使用物品获得的额外体力和魔力，将在重置后失效。"
cn_1371,"首次配点"
cn_1372,"轮  回"
cn_1373,"闲置超时，请重新连接"
cn_1374,"攻守势力"
cn_1375,"友军"
cn_1376,"敌军"
cn_1377,"内政"
cn_1378,"设置税率"
cn_1379,"税收"
cn_1380,"税率"
cn_1381,"修改"
cn_1382,"生效中"
cn_1383,"税金"
cn_1384,"领取"
cn_1385,"防御"
cn_1386,"守卫"
cn_1387,"雇佣"
cn_1388,"城门"
cn_1389,"修复"
cn_1390,"天"
cn_1391,"小时"
cn_1392,"分钟"
cn_1393,"秒"
cn_1394,"\f3%u%s后\n\f>可领取"
cn_1395,"城堡列表"
cn_1396,"管辖地区"
cn_1397,"宣战"
cn_1398,"开战中 %02u:%02u"
cn_1399,"城门修复"
cn_1400,"\f>当前城门处于\f3破损\f>状态\n\f>需要花费\fQ%u金币\f>修复城门至\f2坚固\f>状态吗?"
cn_1401,"\f3%u\f>秒后自动关闭"
cn_1402,"\f2%u\f>秒后自动于附近城镇复活"
cn_1403,"含税总价"
cn_1404,"\f=福利领取规则说明\f>\n1.\n2.\n3.\n4.\n5.\n6."
cn_1405,"等级：%d-%d\n"
cn_1406,"等级：%d或以上\n"
cn_1407,"等级：%d或以下\n"
cn_1408,"物攻：%d/%d [小怪/大怪]\n"
cn_1409,"防御：%d\n"
cn_1410,"营养: %d\n"
cn_1411,"冷却: %.1f秒\n"
cn_1412,"照明范围: %d\n"
cn_1413,"安定: %d\n"
cn_1414,"重量: %d\n"
cn_1415,"材质: %s\n"
cn_1416,"种类: 双手\n"
cn_1417,"种类: 单手\n"
cn_1418,"%s物攻: %+d\n"
cn_1419,"%s命中: %+d\n"
cn_1420,"\f3"
cn_1421,"NULL"
cn_1422,"%s魔攻: %+d\n"
cn_1423,"%s魔防: %+d\n"
cn_1424,"%s魔伤: %+d\n"
cn_1425,"%s魔法命中: %+d\n"
cn_1426,"\f2额外魔伤: %+d\n"
cn_1427,"%s最大物攻: %d%%\n"
cn_1428,"%s武器暴击: %d%%\n"
cn_1429,"%s力量: %+d\n"
cn_1430,"%s体质: %+d\n"
cn_1431,"%s智力: %+d\n"
cn_1432,"%s精神: %+d\n"
cn_1433,"%s敏捷: %+d\n"
cn_1434,"%s毅力: %+d\n"
cn_1435,"%s体力: %+d\n"
cn_1436,"%s魔力: %+d\n"
cn_1437,"%s体力恢复: %+d\n"
cn_1438,"%s魔力恢复: %+d\n"
cn_1439,"%s治愈: %+d\n"
cn_1440,"\f2幸运: %+d\n"
cn_1441,"%s吸血: %+d\n"
cn_1442,"%s吸魔: %+d\n"
cn_1443,"%s抵抗中毒: %+d\n"
cn_1444,"%s抵抗冰冻: %+d\n"
cn_1445,"%s抵抗石化: %+d\n"
cn_1446,"%s抵抗眩晕: %+d\n"
cn_1447,"%s抵抗暗盲: %+d\n"
cn_1448,"%s抵抗沉默: %+d\n"
cn_1449,"%s火防: %+d\n"
cn_1450,"%s水防: %+d\n"
cn_1451,"%s风防: %+d\n"
cn_1452,"%s土防: %+d\n"
cn_1453,"\fW受祝福的\n"
cn_1454,"\f3被诅咒的\n"
cn_1455,"\f2不会损坏\n"
cn_1456,"\f2元素等级: %d\n"
cn_1457,"\f2可融合元素的武器等级：%u-%u\n"
cn_1458,"\f2使用位置: %s\n"
cn_1459,"\f2(%d, %d)\n"
cn_1460,"\f2到期日: %s\n"
cn_1461,"\f3不可作为主装备参与融合继承\n"
cn_1462,"\f3损坏: %d\n"
cn_1463,"\f3不可交易\n"
cn_1464,"\f3不可销毁\n"
cn_1465,"\f3不可强化\n"
cn_1466,"\fW[%s]\n"
cn_1467,"%s--------- 普通强化 ---------\n"
cn_1468,"%s防御：%d\n"
cn_1469,"\f4--------- 元素强化 ---------\n"
cn_1470,"\f4等级: %s%+d\n"
cn_1471,"\f4元素伤害: %+d\n"
cn_1472,"\f4特化：尚未开放\n"
cn_1473,"\f4天启魔能：\f3%u\f4/1000\n"
cn_1474,"\f4天启魔能：%u/1000\n"
cn_1475,"\f4火"
cn_1476,"\f4水"
cn_1477,"\f4风"
cn_1478,"\f4土"
cn_1479,"\f2"
cn_1480,"\f="
cn_1481,"\f9战 斗"
cn_1482,"\fQ战 斗"
cn_1483,"%s------ 普通强化 ------\n"
cn_1484,"\f4------ 元素强化 ------\n"
cn_1485,"第 %d 天"
cn_1486,"已过期"
cn_1487,"福利领取结束时间至 %s"
cn_1488,"攻城战参战期间和作为城主期间不可删除角色。"
cn_1489,"伊丁大陆\n所有城镇"
cn_1490,"天选勋章"
cn_1491,"天选勋章：%d份/%d天"
cn_1492,"%d份"
cn_1493,"开通"
cn_1494,"确认消耗\fW%u\f>本被封印的誓约书[15天]\n增加\fW%d\f>天\fW天选勋章？"
cn_1495,"确认"
cn_1496,"您开通的\fR「天选勋章」\f>将于\fR%d\f>分钟后\f3到期失效\f>,请及时续订。"
cn_1497,"您开通的\fR「天选勋章」\f>即将\f3到期失效\f>,请及时续订。"
cn_1498,"取消|续订"
cn_1499,"伊丁大陆冒险者们可通过天选勋章界面开通天选勋章服务。\n开通成功后，服务生效期间冒险者在游戏内可享受天选勋章专属福利。\n开通须知：\n1、天选勋章开通后，同一账号下角色均可享受专属福利；\n2、天选勋章开通/续费消耗：\fW2\f>本\fW被封印的誓约书[15天]\f>/份；\n3、天选勋章每份有效时长：\fW30\f>天；\n4、天选勋章可一次性开通多期或有效期内续期，有效时长会累加；\n5、天选勋章专属福利自开通时起即可享受，至天选勋章过期失效时专属福利同时失效；\n6、天选勋章专属福利详情请查阅[服务详情]。"
