cn_0,"客户端版本:%s 资源版本:%u"
cn_1873,"水防"
cn_1874,"土防"
cn_1875,"风防"
cn_1876,"火防"
cn_1877,"抵抗"
cn_1878,"闪避"
cn_1879,"体回"
cn_1880,"魔复"
cn_1881,"物免"
cn_1882,"魔免"
cn_1883,"物减"
cn_1884,"魔减"
cn_1885,"雷魔法"
cn_1886,"\f3此符石与所选装备种类不同"
cn_1887,"根据相关政策规定，未曾实名认证的玩家受到游戏试玩时长限制，您的当前试玩时间已结束，请进行实名认证以解锁账户限制。"
cn_1888,"根据相关政策规定，未曾实名认证的玩家无法在游戏内进行充值。如您想进行充值，请进行实名认证。"
cn_1889,"根据相关政策规定，未成年玩家平日每日游戏时长不得超过1.5小时，节假日每日不得超过3小时。您今日的游戏时间已结束。"
cn_1890,"根据相关政策规定，每日22时至次日8时不可向未成年人提供游戏服务。您今日的游戏时间已结束。"
cn_1891,"炼金"
cn_1892,"练成"
cn_1893,"精炼属性源晶"
cn_1894,"精炼"
cn_1895,"火属性源晶"
cn_1896,"水属性源晶"
cn_1897,"风属性源晶"
cn_1898,"土属性源晶"
cn_1899,"属性源晶"
cn_1900,"开通领取"
cn_1901,"续费领取"
cn_1902,"检测到root: 参考编号%d"
cn_1903,"检测到模拟器: 参考编号%d"
cn_1904,"检测到疑似外挂App: %s"
cn_1905,"检测到疑似外挂App: 参考编号%d"
cn_1906,"加载中"
cn_1907,"觉醒"
cn_1908,"你还未觉醒，无法学习觉醒系；觉醒可前往精灵园林找月光女神，精灵可选择风火水土系元素魔法，暗夜精灵可选择诅咒或暗影系魔法，觉醒时只能选择一系魔法。"
cn_1909,"觉醒风元素魔法"
cn_1910,"觉醒火元素魔法"
cn_1911,"觉醒土元素魔法"
cn_1912,"觉醒水元素魔法"
cn_1913,"觉醒诅咒魔法"
cn_1914,"觉醒暗影魔法"
cn_1915,"\f7最大魔力减免：%d"
cn_1916,"\f>[暗]"
cn_1917,"推荐1说明\n优势：较高的物理攻击力，物理暴击高，血盟成员多\n劣势：体力中等，防御中等\n\n培养方向\n暴击输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到毅力和力量上，确保毅力点数达到36（最大暴击机率）"
cn_1918,"推荐2说明\n优势：较高的物理攻击力，较高的续航能力\n劣势：体力中等，防御中等\n\n培养方向\n1.续航输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到精神和力量上，单纯练功型的玩法"
cn_1919,"请注意登入/绑定账号，需确保设备登入有双重认证的 Apple ID ，\n且 iCloud 为开启状态"
cn_1920,"Apple登陆需要iOS13.0或以上系统版本，请先升级后再来绑定"
cn_1921,"推荐1说明\n优势：高近战物理输出型配点\n劣势：防御较低、早期续航能力较弱\n\n培养方向\n暴击输出型\n武器选择钢爪、双刀等近战物理攻击的，防具可以选择命中抵抗、防御或者力量属性装。觉醒选择暗影系，50级以后加点偏重力量以加强暴击时的伤害，体质则可提高血量以及续航能力。"
cn_1922,"推荐2说明\n优势：手甲类中距离输出型配点，能最大化手甲的远程伤害\n劣势：续航能力较弱\n\n培养方向\n武器选择手甲，防具可以选择命中抵抗、血量以及敏捷属性装备。觉醒选择诅咒系，50级以后加点偏重敏捷，并且可以增加精神和智力以提高续航能力和魔力消耗减免。"
cn_1923,"推荐3说明\n优势：\n劣势：\n\n培养方向"
cn_1924,"推荐4说明\n优势：\n劣势：\n\n培养方向"
cn_1925,"提炼暗夜魔石"
cn_1926,"暗夜魔石"
cn_1927,"提炼"
cn_1928,"暗夜精灵"
cn_1929,"暗夜精灵职业魔法"
cn_1930,"暗夜精灵魔法笔记"
cn_1931,"双刀"
cn_1932,"手甲"
cn_1933,"钢爪"
cn_1934,"竞拍选择"
cn_1935,"当前价格"
cn_1936,"领先血盟"
cn_1937,"结束时间"
cn_1938,"关注"
cn_1939,"操作"
cn_1940,"成交血盟"
cn_1941,"结果"
cn_1942,"参拍盟屋"
cn_1943,"关注与出价"
cn_1944,"已结束盟屋"
cn_1945,"血盟资源:"
cn_1946,"成交"
cn_1947,"出价"
cn_1948,"观看"
cn_1949,"盟屋竞拍"
cn_1950,"领先"
cn_1951,"出局"
cn_1952,"参拍血盟"
cn_1953,"出价时间"
cn_1954,"状态"
cn_1955,"加价幅度:"
cn_1956,"\f3流拍"
cn_1957,"\f3你没有血盟"
cn_1958,"\f3出价失败，血盟资源不足"
cn_1959,"\f3已结束盟屋不能关注"
cn_1960,"飞刀"
cn_1961,"手里剑"
cn_1962,"福袋"
cn_1963,"万能药礼盒"
cn_1964,"请输入血盟ID"
cn_1965,"请输入血盟ID进行搜索"
cn_1966,"正常"
cn_1967,"失败"
cn_1968,"取消申请"
cn_1969,"加入血盟"
cn_1970,"联系盟主"
cn_1971,"ID"
cn_1972,"盟旗"
cn_1973,"等级"
cn_1974,"维护"
cn_1975,"要求等级"
cn_1976,"搜索"
cn_1977,"请输入申请理由："
cn_1978,"维护确认"
cn_1979,"领取祝福需血盟等级≥2且未处于维护失败状态！"
cn_1980,"  确认消耗以下数量的%s、血盟经验、血盟资源启动血盟维护吗？\n%s：%d本\n血盟经验：%d\n血盟资源：%d"
cn_1981,"退盟确认"
cn_1982,"退出血盟后荣誉点清零，未领取的血盟奖励将销毁，请确认"
cn_1983,"荣誉点：%d"
cn_1984,"盟副"
cn_1985,"日期"
cn_1986,"盟众"
cn_1987,"在线"
cn_1988,"辞去盟职"
cn_1989,"任命为%s"
cn_1990,"降职为盟众"
cn_1991,"禁言"
cn_1992,"解除禁言"
cn_1993,"批准"
cn_1994,"拒绝"
cn_1995,"加为好友"
cn_1996,"成功"
cn_1997,"失败"
cn_1998,"当前入盟等级限制：%d"
cn_1999,"血盟编号："
cn_2000,"血盟小屋："
cn_2001,"维护状态："
cn_2002,"血盟经验："
cn_2003,"血盟资源："
cn_2004,"核心成员"
cn_2005,"个人资讯"
cn_2006,"贡献经验："
cn_2007,"贡献资源："
cn_2008,"剩余祝福："
cn_2009,"捐献资源"
cn_2010,"领取祝福"
cn_2011,"血盟升级"
cn_2012,"血盟等级："
cn_2013,"经验上限："
cn_2014,"资源上限："
cn_2015,"晋级经验："
cn_2016,"晋级资源："
cn_2017,"晋级"
cn_2018,"每日维护消耗"
cn_2019,"血盟经验："
cn_2020,"血盟资源："
cn_2021,"当前维护状态：%s"
cn_2022,"立即维护"
cn_2023,"入盟审批"
cn_2024,"申请者名称"
cn_2025,"职等"
cn_2026,"申请理由"
cn_2027,"修改"
cn_2028,"公共仓库赋权"
cn_2029,"福利仓库"
cn_2030,"血盟资料"
cn_2031,"血盟成员"
cn_2032,"血盟管理"
cn_2033,"输入错误"
cn_2034,"记录"
cn_2035,"存取记录"
cn_2036,"存入"
cn_2037,"取出"
cn_2038,"禁言确认"
cn_2039,"确认将 \f= %s \f>禁言 \f= %s \f>吗？"
cn_2040,"请选择禁言时长："
cn_2041,"禁言"
cn_2042,"取消"
cn_2043,"%d分钟"
cn_2044,"%d小时"
cn_2045,"禁言"
cn_2046,"资源捐献"
cn_2047,"点击输入数量(<=%d)"
cn_2048,"个人获得荣誉点"
cn_2049,"输入金币数错误"
cn_2050,"你将捐献：\n\f=%s X %d\n\f>为血盟增加资源：\f2%d\n\f>自己获得荣誉点：\f2%d\n\f>请确认捐献吗？"
cn_2051,"捐献确认"
cn_2052,"我要捐献："
cn_2053,"数量："
cn_2054,"可增加资源："
cn_2055,"剩余捐献次数："
cn_2056,"被封印的誓约书[15天]"
cn_2057,"金币"
cn_2058,"捐献"
cn_2059,"血盟晋级"
cn_2060,"晋级确认"
cn_2061,"确认消耗以下血盟经验和血盟资源将血盟晋级为 %d 级吗？\n\n血盟经验：%d\n血盟资源：%d"
cn_2062,"晋级消耗"
cn_2063,"血盟经验："
cn_2064,"血盟资源："
cn_2065,"晋升后"
cn_2066,"血盟等级："
cn_2067,"成员上限："
cn_2068,"经验上限："
cn_2069,"资源上限："
cn_2070,"提取职级设定"
cn_2071,"提取职级更为："
cn_2072,"及以上"
cn_2073,"祝福领取"
cn_2074,"领取确认"
cn_2075,"确认消耗 \f3%d \f>荣誉点领取增益状态 \f= %s \f>吗？"
cn_2076,"增益状态领取提示：\n身上同时只能有一种血盟增益状态，若已有血盟增益状态，将被替换；\n状态有效时间%d分钟；\n死亡、过时、被相消，状态均会消失；\n本次领取需消耗荣誉点：%d\n当天剩余领取次数：%d/%d"
cn_2077,"请选择领取的状态："
cn_2078,"领取"
cn_2079,"请先选择需要分配的物品"
cn_2080,"选择的盟员错误，请刷新盟成员列表"
cn_2081,"请先选择分配的盟员"
cn_2082,"物品数量不足"
cn_2083,"派发确认"
cn_2084,"确认为选中的盟成员派发奖励 \f= %s \f>吗？"
cn_2085,"选择派发成员"
cn_2086,"成员名称"
cn_2087,"职等"
cn_2088,"选择"
cn_2089,"七日派发记录"
cn_2090,"成员名称"
cn_2091,"职等"
cn_2092,"奖励"
cn_2093,"福利管理"
cn_2094,"确定派发"
cn_2095,"查看记录"
cn_2096,"我的奖励"
cn_2097,"福利仓库"
cn_2098,"领取消耗荣誉点：%d"
cn_2099,"现有荣誉点：%d"
cn_2100,"我的奖励"
cn_2101,"记录"
cn_2102,"血盟系统说明"
cn_2103,"1.创建血盟\n等级≥30且没有血盟的王族冒险者可消耗一定数量的金币，在血盟管理员处建立属于自己的血盟。\n\n2.加入血盟\n加入血盟有两种方式：\n1）面对面加入：\n申请人与血盟盟主在游戏内处于同一屏幕内且点击对方头像能触发社交菜单，通过社交菜单上的「加入血盟」项可直接向血盟盟主发送入盟请求，血盟盟主将会在当前界面查看到入盟确认信息，盟主选择同意后即入盟成功，若盟主无操作或拒绝，则入盟不成功。 \n2）提交入盟申请加入：\n该加入方式是冒险者提交申请后，该申请会发送到被申请血盟的入盟审批栏中，由被申请人血盟的管理者进行审批，每日10点系统将清空所有未被审批的入盟申请。 \n申请与审批规则：\n每名冒险者最多可同时向5个血盟提交入盟申请；\n申请者被批准加入某个血盟后，其提交的所有入盟申请将即时失效；\n每个申请在同一血盟中只能被审批一次，若被拒绝，可重新提交申请；\n提交方式：\na、通过社交菜单提交入盟申请：\n点击冒险者的头像触发社交菜单时，选择「加入血盟」项，若对方是血盟盟主，触发规则为面对面申请，若对方非血盟盟主，则向其所在血盟发送入盟申请。 \nb、通过血盟列表提交入盟申请：\n在血盟列表上选择心仪的血盟后点击触发功能菜单，选择「加入血盟」，即可向该血盟发送入盟申请，该申请方式可输入申请理由，让血盟管理更容易了解你。 \n\n3.血盟建设\n1）血盟升级\n血盟共10级，盟主可通过消耗血盟经验、血盟资源对血盟进行升级，血盟等级越高，可容纳人数越多，血盟福利中的增益状态效果越高，血盟经验/资源上限值也越高。 \n2）血盟维护与临时维护\na、血盟维护：血盟从2级开始，每日0点将扣除一定数量的血盟经验和血盟资源用以维护血盟功能的正常运作。 \nb、维护失败：若0点维护时资源或经验不足，将不会扣除，血盟维护状态显示为失败；\nc、血盟维护失败时，血盟以下功能失效，下次维护成功时将重新生效： \n- 血盟福利仓库：盟主将无法派发血盟福利仓库内未派发的奖励，已派发的奖励领取不受影响；\n- 血盟祝福：血盟祝福将不可领取；\nd、临时维护：维护失败后，若当天的血盟经验、血盟资源重新积累至满足维护所需，可通过消耗一定数量的誓约书触发「立即维护」，扣除对应的维护资源并立即恢复血盟失效的功能。 \n3）血盟降级\n盟主可通过血盟管理员，消耗一定数量的誓约书降低自己血盟的等级，每次可降低1个等级，最低可降至3级；\n血盟等级降低后，血盟相关功能与福利，都将以降低后的新等级设定为准；\n血盟等级降低后，若血盟现有资源/经验/人数溢出当前等级上限的，血盟将无法继续增加资源/经验/人数。 \n4）血盟解散\n盟主可通过血盟管理员申请解散自己的血盟，血盟一旦解散，血盟仓库、血盟福利仓库内物品均会被销毁，申请解散前请先处理好相关财物，以免造成损失。 \n5）资源捐献\n血盟中等级≥50级的成员可通过血盟资料界面上的「捐献资源」按钮向血盟捐献金币或誓约书增加血盟资源，捐献资源可获得一定量的血盟荣誉点。 \n每名成员每天可为血盟捐献的血盟资源有上限，达到上限后不可再捐献；血盟资源达到上限值后也不再接受捐献。 \n6）经验贡献\n血盟中等级≥50级的成员日常练功时击杀普通魔物或魔物头目时，可为血盟增加一定数量的血盟经验值。 Boss魔物及活动地图内的魔物无血盟经验。 \n每名成员每天可为血盟增加的血盟经验有上限，达到上限后再击杀魔物将不会为血盟增加经验；血盟经验达到上限值后也不再增加血盟经验。 \n\n4.血盟职级与管理权限\n1）职级：\n血盟职级共分6等，分别是盟主、盟副、守护、精英、盟众、学徒；\n其中有管理权限的职级为盟主、盟副、守护，其余职级无管理权限；\n每个血盟可以拥有1名盟主、2名盟副、4名守护，精英、盟众和学徒以血盟人数为限；\n所有成员加入血盟时，默认职级为学徒。 \n2）管理权限：\na、盟主：\n- 血盟公告编辑\n- 血盟升级\n- 血盟临时维护\n- 血盟公共仓库提取职级的设定\n- 血盟福利仓库奖励的派发\n-最低入盟申请等级的设定\n- 入盟申请审批\n- 请离盟成员\n- 赋予称谓\n- 血盟成员职级的提升/降低\n- 血盟聊天频道的禁言/解禁\n-解散血盟\n- 血盟降级\nb、盟副：\n- 血盟公告编辑\n- 血盟公共仓库提取职级的设定\n- 最低入盟申请等级的设定\n- 入盟申请审批\n- 请离盟成员\n- 赋予称谓\n- 血盟成员职级的提升/降低\n- 血盟聊天频道的禁言/解禁\nc、守护：\n- 入盟申请审批\n- 赋予称谓\n- 血盟聊天频道的禁言/解禁\n\n5.血盟管理\n1）入盟申请审批\n血盟管理者可通过血盟界面-血盟管理中的「入盟审批」，对申请栏中的入盟申请进行审批，每份申请只可被审批一次，审批后即从申请列表中清除。每日10点会清空当前未被审批的入盟申请。 \n2）成员管理\n血盟管理可通过血盟界面-血盟成员，对血盟成员进行职级任命、请离、赋予称谓等管理操作；\n职级任命：血盟盟主和盟副可对血盟成员进行职级调整；\n请离：血盟管理可对血盟内无管理权限的成员进行请离操作，每日每血盟被请离的成员数有上限，达到上限时，不可继续请离盟成员；血盟等级越高，每日可请离的血盟成员数上限越高；\n赋予称谓：血盟管理可对血盟中职级不高于自己的人赋予称谓；\n禁言：血盟管理可对血盟内职级低于自己的成员进行禁言或解禁言操作。 \n3）血盟仓库提取职级设定\n盟主可通过血盟界面-血盟管理中的「公共仓库赋权」，设定公共仓库的提取职级，血盟建立时该默认提取职级为盟众。 \n4）福利仓库奖励派发\n盟主可通过血盟界面-血盟管理中的「福利仓库」，选择「福利管理」，对福利仓库中现有奖励进行派发操作，每次可同时向多名成员各派发1份奖励，每名成员每天只可被派奖一次。 \n\n6.血盟仓库\n血盟成员可通过血盟管理员使用血盟仓库。 \n血盟仓库内的物品为血盟共有，但提取者需达到盟主或盟副设定的职级方可提取；\n存入无限制。 \n\n7.血盟福利仓库\n血盟福利仓库用于存放血盟福利奖励，血盟福利奖励来源通常是以血盟为单位的常规挑战活动、时效活动等。 \n血盟成员可通过血盟界面-血盟管理，打开血盟福利仓库，进行血盟奖励记录查看、领取；\n血盟盟主可通过「福利管理」对血盟奖励进行派发；\n血盟维护失败期间，血盟福利仓库失效，盟主将无法进行奖励派发操作，但不影响盟成员取出已被派发的奖励。 \n\n8.血盟福利-增益状态\n血盟达到2级开始，血盟将提供血盟祝福领取，盟成员均可通过血盟界面-血盟资料的「领取祝福」，进入血盟祝福领取界面领取血盟祝福； \n血盟等级越高，血盟祝福效果越高，每日每名成员可领取祝福的次数也越多；\n每次领取祝福需消耗荣誉点，等级越高的血盟祝福需消耗越多荣誉点。 \n\n9.退出血盟\n血盟成员可通过血盟成员列表，点击选择自己的名字，在弹出的功能菜单中选择「退出血盟」，即可退出自己所在的血盟。 \n有管理权限的血盟成员，需要先辞去血盟职务后方可进行退盟操作。 \n"
cn_2104,"即将下载游戏所需全部资源，建议在WIFI环境下进行下载。"
cn_2105,"客户端版本:%s 资源版本:base"
cn_2106,"下次更新时间：%s"
cn_2107,"下次更新时间：%s 重置时间：%s"
cn_2108,"未上榜"
cn_2109,"排行榜"
cn_2110,"榜单类型"
cn_2111,"排名"
cn_2112,"名称"
cn_2113,"盟旗"
cn_2114,"杀敌数"
cn_2115,"对门伤害"
cn_2116,"对塔伤害"
cn_2117,"经验排行榜"
cn_2118,"全职业"
cn_2119,"王族"
cn_2120,"骑士"
cn_2121,"精灵"
cn_2122,"法师"
cn_2123,"暗夜精灵"
cn_2124,"攻城战排行榜"
cn_2125,"单次杀敌数"
cn_2126,"单次伤害"
cn_2127,"本月杀敌数"
cn_2128,"本月伤害"
cn_2129,"排行榜未更新"
cn_2130,"英雄项链 LV.7"
cn_2131,"强化等级≥安定值的装备\n强化失败不会降低强化等级"
cn_2132,"手机号码:"
cn_2133,"验证码:"
cn_2134,"获取验证码"
cn_2135,"\f3密码长度应为6位数字"
cn_2136,"\f3确认密码不一致，请重新确认输入。"
cn_2137,"输入密码:"
cn_2138,"确认密码:"
cn_2139,"原密码:"
cn_2140,"新密码:"
cn_2141,"确认新密码:"
cn_2142,"请输入6位数字密码，并确保两次输入的内容完全一致。"
cn_2143,"密码:"
cn_2144,"设置仓库密码"
cn_2145,"重置仓库密码"
cn_2146,"\f3注:密码为6位有效数字"
cn_2147,"仓库密码"
cn_2148,"确认操作验证"
cn_2149,"\f3你还没实名认证"
cn_2150,"\f3你还没绑定手机号"
cn_2151,"\f3你还没设置密码"
cn_2152,"解绑手机"
cn_2153,"设置密码"
cn_2154,"重置密碼"
cn_2155,"忘记密码"
cn_2156,"安全"
cn_2157,"推荐2说明\n优势：超高的近战物理爆发力\n劣势：防御较低，续航能力弱\n\n培养方向：\n1.高体暴力型\n武器选择增加物理攻击或武器有机率打出最大伤害的，防具选择力量属性装备，后期觉醒暗影系，50级后的属性点继续分配至力量和体质上，将近战物理输出能力和爆发力发挥到极致，同时兼备生存能力。\n2.偏体兼敏暴力型\n武器选择增加物理攻击或武器有机率打出最大伤害的，防具选择力量属性装备，后期觉醒暗影系，50级后的属性点继续分配至力量、体质和少量敏捷上，将近战物理输出能力和爆发力发挥到极致。\n3.偏体兼精暴力型\n武器选择增加物理攻击或武器有机率打出最大伤害的，防具选择力量属性装备，后期觉醒暗影系，50级后的属性点继续分配至力量、体质和少量精神上，将近战物理输出能力和爆发力发挥到极致，同时兼备生存能力（魔法防御）和续航能力。"
cn_2158,"推荐5说明\n优势：超高的近战物理爆发力\n劣势：防御较低，续航能力弱\n\n培养方向：\n1.高体暴力型\n武器选择增加物理攻击的，防具选择敏捷属性装备，后期觉醒诅咒系，50级后的属性点继续分配至敏捷和体质上，将持续的远程物理输出能力发挥到极致，同时兼备生存能力。\n2.偏体兼智暴力型\n武器选择增加物理攻击的，防具选择敏捷属性装备，后期觉醒暗影系，50级后的属性点继续分配至敏捷、体质和少量力量上，将持续的远程物理输出能力发挥到极致。\n3 .偏体兼精暴力型\n武器选择增加物理攻击的，防具选择敏捷属性装备，后期觉醒暗影系，50级后的属性点继续分配至敏捷、体质和少量精神上，将持续的远程物理输出能力发挥到极致，同时兼备生存能力（魔法防御）和续航能力。"
cn_2159,"Ⅰ"
cn_2160,"Ⅱ"
cn_2161,"Ⅲ"
cn_2162,"Ⅳ"
cn_2163,"Ⅴ"
cn_2164,"Ⅵ"
cn_2165,"\f22.11 防沉迷"
cn_2166,"期限"
cn_2167,"当前还没有临时魔法"
cn_2168,"全部魔法"
cn_2169,"\f3快捷键位置已锁定"
cn_2170,"免费体验"
cn_2171,"\f21.9 福利视窗"
cn_2172,"\f21.10 排行榜视窗"
cn_2173,"\f22.7.1 血盟"
cn_2174,"\f22.8 血盟小屋"
cn_2175,"\f22.7.3 攻城战"
cn_2176,"\f22.13 福利系统"
cn_2177,"\f22.14 排行榜"
cn_2178,"PK数排行榜"
cn_2179,"PK人数"
cn_2180,"请先输入内容"
cn_2181,"高级变形普通结晶"
cn_2182,"高级变形魔化结晶"
cn_2183,"终极变形结晶"
cn_2184,"变形结晶礼盒(优惠)"
cn_2185,"\f22.13 荣耀系统"
cn_2186,"\f22.12 魔法娃娃"
cn_2187,"NULL"
cn_2188,"NULL"
cn_2189,"NULL"
cn_2190,"NULL"
cn_2191,"NULL"
cn_2192,"NULL"
cn_2193,"NULL"
cn_2194,"NULL"
cn_2195,"NULL"
cn_2196,"NULL"
cn_2197,"可元素强化最大等级：%u\n"
cn_2198,"\f4元素特化：物理/魔法攻击时有%s%%的固定机率使目标缓速%s秒（仅对玩家有效）"
cn_2199,"\f4元素特化：物理/魔法攻击时有%s%%的固定机率烧毁目标%s个增益状态（仅对玩家有效）"
cn_2200,"\f4元素特化：物理/魔法攻击时有%s%%的固定机率使目标禁疗%s秒（仅对玩家有效）"
cn_2201,"\f4元素特化：物理/魔法攻击时有%s%%的固定机率使目标石化%s秒（仅对玩家有效）"
cn_2202,"殷海萨阵营"
cn_2203,"格兰肯阵营"
cn_2204,"立即复活"
cn_2205,"剩余%u次"
cn_2206,"\f2%u\f>秒后回到休息室"
cn_2207,"阵营"
cn_2208,"赏金数量"
cn_2209,"赏金排行榜"
cn_2210,"开战时间"
cn_2211,"\f3团战还未开始"
cn_2212,"\f22.16 元素强化"
cn_2213,"\f22.17 地狱惩罚"
cn_2214,"武器源晶的元素等级已超过武器可元素强化最大等级"
cn_2215,"最高可强化等级：%+d\n"
cn_2216,"高级英雄纹章"
cn_2217,"%s额外魔伤: %+d\n"
cn_2218,"%s幸运: %+d\n"
cn_2219,"消耗 %s"
cn_2220,"\f3仅可寄卖\n"
cn_2221,"\f3仅可个人交易\n"
cn_2222,"\f>您未开通「天选勋章」功能，不能享受倒计时减半福利，是否确认开启宝箱？"
cn_2223,"开通天选"
cn_2224,"取消"
cn_2225,"确定"
cn_2226,"下次不再提示"
cn_2227,"\\f>是否消耗\\f2%s\\f>跳过倒计时？"
cn_2228,"\f22.3 角色"
cn_2229,"\f22.3.1 新手保护"
cn_2230,"\f22.4.1 装备"
cn_2231,"开服礼盒"
cn_2232,"经验魔方礼盒"
cn_2233,"活动"
cn_2234,"商城"
cn_2235,"物品详情"
cn_2236,"礼包详情"
cn_2237,"宝箱详情"
cn_2238,"充值"
cn_2239,"天选"
cn_2240,"天选描述"
cn_2241,"购买确认"
cn_2242,"你确定要购买此商品吗？"
cn_2243,"购买"
cn_2244,"取消"
cn_2245,"日限购"
cn_2246,"周限购"
cn_2247,"月限购"
cn_2248,"限制购买"
cn_2249,"战功"
cn_2250,"赏金"
cn_2251,"团体战排行榜"
cn_2252,"单次战功"
cn_2253,"单次赏金"
cn_2254,"本月战功"
cn_2255,"本月伤害"
cn_2256,"最大可使用箭矢等级:%d\n"
cn_2257,"箭矢等级:%d\n"
cn_2258,"\f3请在游戏内确认自己是否已实名认证和绑定手机号码"
cn_2259,"\f3请先设置仓库密码（在左上头像综合菜单安全选项内设置）"
cn_2260,"行动力"
cn_2261,"战斗力"
cn_2262,"抵抗力"
cn_2263,"物理防御%+d\n"
cn_2264,"力量%+d\n"
cn_2265,"敏捷%+d\n"
cn_2266,"体质%+d\n"
cn_2267,"意志%+d\n"
cn_2268,"毅力%+d\n"
cn_2269,"智力%+d\n"
cn_2270,"命中抵抗%+d\n"
cn_2271,"远程闪避%+d\n"
cn_2272,"魔攻%+d\n"
cn_2273,"魔防%+d\n"
cn_2274,"治愈%+d\n"
cn_2275,"体力上限%+d\n"
cn_2276,"魔力上限%+d\n"
cn_2277,"体力恢复%+d\n"
cn_2278,"魔力恢复%+d\n"
cn_2279,"水防%+d\n"
cn_2280,"火防%+d\n"
cn_2281,"风防%+d\n"
cn_2282,"土防%+d\n"
cn_2283,"抵抗暗盲%+d\n"
cn_2284,"抵抗冰冻%+d\n"
cn_2285,"抵抗沈默%+d\n"
cn_2286,"抵抗石化%+d\n"
cn_2287,"抵抗眩晕%+d\n"
cn_2288,"抵抗中毒%+d\n"
cn_2289,"远程伤害%+d\n"
cn_2290,"远程命中%+d\n"
cn_2291,"伤害减免%+d\n"
cn_2292,"魔伤减免%+d\n"
cn_2293,"物理伤害%+d\n"
cn_2294,"魔法伤害%+d\n"
cn_2295,"命中%+d\n"
cn_2296,"魔法命中%+d\n"
cn_2297,"稀有度降序"
cn_2298,"稀有度升序"
cn_2299,"等级降序"
cn_2300,"等级升序"
cn_2301,"等级升序"
cn_2302,"宝箱底座"
cn_2303,"卡箱"
cn_2304,"不能全选，已超过最大上限数"
cn_2305,"全部"
cn_2306,"行动力：%u"
cn_2307,"战斗力：%u"
cn_2308,"抵抗力：%u"
cn_2309,"队长技能"
cn_2310,"职业："
cn_2311,"以卡组%s的%.2f%%转化为角色%s，最大%+d点\n"
cn_2312,"LV %u/%u"
cn_2313,"羁绊"
cn_2314,"%s（突破至%u"
cn_2315,"解锁）"
cn_2316,"体型：大"
cn_2317,"体型：小"
cn_2318,"刚体：是"
cn_2319,"刚体：否"
cn_2320,"种族：%s"
cn_2321,"无"
cn_2322,"弱点属性：%s"
cn_2323,"出没区域\n"
cn_2324,"掉落物品"
cn_2325,"锁定"
cn_2326,"解锁"
cn_2327,"加入卡册"
cn_2328,"卡册目录"
cn_2329,"卡册信息"
cn_2330,"卡片"
cn_2331,"怪物卡册"
cn_2332,"背包卡片"
cn_2333,"怪物卡片"
cn_2334,"升级"
cn_2335,"突破"
cn_2336,"编辑卡片"
cn_2337,"卡片育成"
cn_2338,"卡片宝箱"
cn_2339,"放入宝箱"
cn_2340,"加速"
cn_2341,"开启"
cn_2342,"加速卡箱时间"
cn_2343,"选择其中一个方式加速卡箱"
cn_2344,"扩展"
cn_2345,"扩展卡册栏"
cn_2346,"选择其中一种方式扩展卡册栏"
cn_2347,"已选素材 %u/%u"
cn_2348,"\\f3请先选择素材"
cn_2349,"素材"
cn_2350,"解锁卡箱位置"
cn_2351,"升级信息"
cn_2352,"突破信息"
cn_2353,"突破素材"
cn_2354,"LV \\f2%u\\f>/%u"
cn_2355,"活力：%u \\f2> %u"
cn_2356,"战斗力：%u \\f2> %u"
cn_2357,"抵抗力：%u \\f2> %u"
cn_2358,"信息"
cn_2359,"最大等级 LV%u -> \\f2LV%u"
cn_2360,"%u张相同羁绊卡片可激活\n"
cn_2361,"成功几率为%u%%"
cn_2362,"选择素材"
cn_2363,"可尝试解锁"
cn_2364,"%u级"
cn_2365,"退战"
cn_2366,"出战"
cn_2367,"替换"
cn_2368,"激活"
cn_2369,"跳过等待"
cn_2370,"选择其中一个方式跳过等待"
cn_2371,"需要消耗物品才能解锁"
cn_2372,"开通"
cn_2373,"卡组抵抗力"
cn_2374,"卡组战斗力"
cn_2375,"卡组活力"
cn_2376,"卡组"
cn_2377,"卡组信息"
cn_2378,"开通天选可解锁"
cn_2379,"消耗%d本誓约书可解锁"
cn_2380,"解锁卡组"
cn_2381,"解锁卡槽"
cn_2382,"切换出战卡组"
cn_2383,"切换出战卡组后原本已生效的卡组将立即进入冷却时间，\n 是否确定切换出战卡组"
cn_2384,"卡组%d"
cn_2385,"替换卡片"
cn_2386,"LV%u"
cn_2387,"* 含手续费: %s \n* 请核对价格，购买后不可撤销。"
cn_2388,"最低售价"
cn_2389,"最高售价"
cn_2390,"确认为你的血盟报名参与 \f=%s \f[的血盟试炼吗？需要花费\n血盟经验：%d\n血盟资源：%d"
cn_2391,"报名确认"
cn_2392,"入场"
cn_2393,"选择"
cn_2394,"剩余名额：%d"
cn_2395,"进行中"
cn_2396,"已结束"
cn_2397,"距入场还有：%d:%02d:%02d"
