tw_0,客戶端版本:%s 資源版本:%u
tw_1499,"伊丁大陸冒險者們可通過天選勳章界面開通天選勳章服務。\n天選勳章服務生效期間冒險者在遊戲內可享受多種專屬福利：\fW專屬每日獎勵\f>（機率開出淬體煉魔藥水、高倍經驗魔方）、\fW專屬商店與獎池\f>、\fW一鍵切換第二套裝備\f>、\fW免寄賣手續費\f>、\fW專屬表情包\f>等福利助你暢遊Teon世界。\n福利詳情請參閱\fW《服務詳情》\f>介紹。\n\n開通須知：\n1、冒險者需處於誓約書訂閱生效期間，方可消耗\fW被封印的誓約書[15天]\f>開通天選勳章；\n2、天選勳章開通後，同一賬號下角色均可享受專屬福利；\n3、天選勳章開通/續費消耗：\fW2\f>本\fW被封印的誓約書[15天]\f>/份；\n4、天選勳章每份有效時長：\fW30\f>天；\n5、天選勳章可一次性開通多期或有效期內續期，有效時長會累加；\n6、天選勳章專屬福利自開通時起即可享受，至天選勳章過期失效時專屬福利同時失效。"
tw_1500,"天選勳章成功開通後，服務生效期間可享受以下專屬福利：\n\n1、\fW專屬每日登入獎勵\f>：\n-專屬每日登入獎勵，有機率獲得\fW高倍經驗魔方\f>、\fW淬體煉魔藥水\f>！可通過[福利]按鈕進入福利界面領取；\n-專屬每日獎勵每天可領取一次，當天未領取的獎勵，隔天將過期不可領取，不可補領；\n-專屬每日獎勵以自然月為週期，每月1日零點刷新；\n-專屬每日獎勵僅天選勳章服務生效期間最後一日的零點前可領取，天選勳章服務期最後一日的零點後及天選勳章服務失效後不可再領取。\n2、\fW專屬天選商店與獎池\f>：\n-天選勳章服務生效期間，冒險者可通過專屬天選商店購買抽獎券參與專屬天選抽獎，有機率獲得\fW4倍經驗魔方\f>、\fW淬體煉魔藥水\f>等稀有獎勵。\n3、\fW交易所寄賣免手續費\f>：\n-天選勳章服務生效期間，冒險者通過交易所寄賣物品將免收寄賣手續費。\n4、\fW一鍵切換第二套裝備\f>：\n-冒險者可通過菜單-人物-裝備，設定第二套裝備並通過裝備左上角圓圈內[Ⅰ][Ⅱ]按鈕進行第Ⅰ/Ⅱ套裝備的一鍵切換；\n-裝備切換按鈕可拖動至快捷鍵欄中使用。\n5、\fW經驗回購消耗減半\f>：\n-天選勳章服務生效期間，冒險者使用經驗回購功能時，每次回購消耗的神聖魔方數量將減半（減少後所需數量不足1個神聖魔方的部分按1個神聖魔方計算）。\n6、\fW每日經驗回購次數翻倍\f>：\n-天選勳章服務生效期間，冒險者使用經驗回購功能時，每日可使用次數將由原來的每日最多10次提升為每日最多20次。\n7、\fW聊天頻道顏色文字發言免收費\f>：\n-天選勳章服務生效期間，冒險者可免費在[世界]頻道及[大喊]頻道使用顏色文字發言。\n8、\fW專屬聊天表情包\f>：\n-天選勳章服務生效期間，冒險者將可在聊天中使用專屬表情包；\n-使用方式：通過[聊天]-[表情]-[專屬]選擇使用。\n9、\fW聊天發言間隔時間減半\f>：\n-天選勳章服務生效期間，冒險者在各頻道發言時的時間間隔限制將減半。\n10、\fW地圖書籤記錄上限增加30個\f>：\n-天選勳章服務生效期間，冒險者可額外使用第8-10號地圖書籤欄的共計30個地圖書籤位置。\n-天選勳章服務失效後，編號8-10的書籤位置將被凍結，重新開通天選勳章服務後即可恢復使用。\n11、\fW交易所購物自動價格排序\f>：\n-天選勳章服務生效期間，冒險者通過交易所選購物品時，物品列表將自動按單價從低至高排序列出。\n\n\fW以上專屬福利均隨天選勳章服務失效而失效，敬請留意。\f>"
tw_1501,"服務詳情"
tw_1502,"在世界頻道使用文字變色需要消耗少量古代鉑金幣或金幣。\f=[天選勳章用戶免費使用]\f>"
tw_1503,"網絡異常，請檢測網絡連接狀態"
tw_1504,"「天選勳章」專屬功能，請先開通「天選勳章」後再嘗試！"
tw_1505,"已領取"
tw_1506,"未領取"
tw_1507,"不死族"
tw_1508,"惡魔族"
tw_1509,"不死族[禁療]"
tw_1510,"狼人"
tw_1511,"神族"
tw_1512,"海族"
tw_1513,"詛咒系"
tw_1514,"角色"
tw_1515,"獸人"
tw_1516,"建築"
tw_1517,"%s命中抵抗: %+d\n"
tw_1518,"%s負重減免: %+d\n"
tw_1519,"%s物傷減免: %+d\n"
tw_1520,"%s魔傷減免: %+d\n"
tw_1521,"%s近戰物攻: %+d\n"
tw_1522,"%s近戰命中: %+d\n"
tw_1523,"* 請核對價格，寄賣後不可撤回\n* 天選勳章用戶將免收手續費"
tw_1524,"\f=天選勳章用戶免手續費"
tw_1525,"福利領取規則說明"
tw_1526,"一、\fW新手福利\f>：\n1、獎勵對象：新建角色\n2、領取規則：\n- 建立角色當天為第1天，至第7天每天均有對應可領取的新手福利。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n\n二、\fW回歸福利\f>：\n1、獎勵對象：等級≥40的回歸角色\n2、領取規則：\n- 距上次登入≥30天且等級≥40的角色，登入時將激活回歸福利。\n- 激活回歸福利當天為第1天，至第7天每天均有對應可領取的回歸福利。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n\n三、\fW天選勳章專屬福利\f>：\n1、獎勵對象：天選勳章用戶賬號下所有角色\n2、領取規則：\n- 賬號已開通天選勳章服務，且處於服務生效期間最後一日零點前，該賬號下所有角色均可享受天選勳章專屬福利。\n- 天選勛章專屬福利每天均有對應可領取的福利。\n- 天選勛章專屬福利以自然月為週期，每月1號自動刷新並觸發。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n- 若當天為天選勳章有效期最後一天，則當天凌晨零點起專屬福利即刻不可領取。\n\n四、\fW福利圖標\f>長期顯示，獎勵項除天選福利外，其他福利在無待領獎勵時，將不再顯示在列表中。"
tw_1527,"獸人"
tw_1528,"%s對%s的物攻：+%u\n"
tw_1529,"%s對種族的額外物攻：+%d\n"
tw_1530,"表情%u"
tw_1531,"專屬"
tw_1532,"請選擇要刪除的書籤！"
tw_1533,"不可接"
tw_1534,"取消引導"
tw_1535,"加入引導"
tw_1536,"任務引導框"
tw_1537,"抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。适度游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。"
tw_1538,"批准文号：国新出审[2019] 1541号 出版物号：ISBN 978-7-498-06514-8"
tw_1539,"續訂"
tw_1540,"祝福機率:%d%%"
tw_1541,"裝備工坊"
tw_1542,"材料"
tw_1543,"製作"
tw_1544,"材料"
tw_1545,"結果"
tw_1546,"重鍛"
tw_1547,"\f3當前使用裝備已切換為第 Ⅰ 套"
tw_1548,"\f3當前使用裝備已切換為第 Ⅱ 套"
tw_1549,"\f3當前使用裝備已切換為第 Ⅲ 套"
tw_1550,"取消|開通"
tw_1551,"\fD你對 \f=%s \fD的攻擊觸發了 \f=%s \fD，你受到 \f=%d 點反彈傷害"
tw_1552,"\f=%s \fD對你的攻擊觸發了 \f=%s \fD，反彈了 \f=%d 點傷害"
tw_1553,"[未開通]"
tw_1554,"客服回覆"
tw_1555,"問題解決"
tw_1556,"繼續諮詢"
tw_1557,"魔法書合成"
tw_1558,"魔法書"
tw_1559,"職業魔法書"
tw_1560,"英雄項錬"
tw_1561,"項鏈進階"
tw_1562,"客服"
tw_1563,"描述:"
tw_1564,"描述問題出現的時間、操作、困擾或者期望的解決方案等"
tw_1565,"推薦說明\n優勢：超高的近戰物理攻擊力、超高的體力成長\n劣勢：魔法防禦不足，缺乏靈活性\n\n培養方向\n1.純暴力型\n裝備選擇物理攻擊或者增加力量屬性的，將物理輸出發揮到極致，50等後的點數繼續分配到力量屬性，此方案消耗較大，需要持續使用恢復藥水並且持續保持二段加速狀態，也可以和補給型職業的配合組隊。\n2.精神半坦型\n武器選擇物理攻擊的，防具選擇防禦裝，在50等後的點數分配到精神屬性（精神23）再後續補充力量，搭配魔法頭盔·治愈，并使用魔能藥劑恢復魔力，達到持久續航。"
tw_1566,"推薦1說明\n優勢：超高的遠程物理攻擊力、較高的靈活性\n劣勢：體力較低\n\n培養方向\n1.純暴力型\n學習風元素魔法：多數以增強遠程物理攻擊力為主，風之光影為風系唯一保命魔法（僅PVP有效）\n裝備選擇物理攻擊或者增加敏捷屬性的，將物理輸出發揮到極致，50等後的點數繼續分配到敏捷屬性，高敏捷可讓三重矢減免魔力。\n2.續航型-1\n學習土元素魔法：多數以增加物理防禦為主，土之荊棘為土系唯一對抗性魔法，可移除目標（PC）加速效果并遏制目標使用二段加速\n武器選擇物理攻擊的，防具選擇防禦裝，在50等後的點數分配到精神屬性（精神20）再後續補充敏捷，搭配淨化精神，并使用魔能藥劑恢復魔力，達到持久續航。\n3.續航型-2\n學習水元素魔法：以增益自身或者干擾目標并行，可通過水之元氣提高治愈量，可通過污濁之水遏制目標（PC）恢復體力（禁療）\n武器選擇物理攻擊的，防具選擇防禦裝，在50等後的點數分配到精神屬性（精神20）再後續補充敏捷，搭配淨化精神，并使用魔能藥劑恢復魔力，達到持久續航。"
tw_1567,"推薦2說明\n優勢：較高的近戰物理攻擊力、較高的靈活性\n劣勢：體力較低\n\n培養方向\n1.純暴力型\n學習火元素魔法：以增強近戰物理攻擊力為主\n裝備選擇物理攻擊或者增加力量屬性的，將物理輸出發揮到極致，50等後的點數繼續分配到力量屬性\n2.續航型-1\n學習火元素魔法：以增強近戰物理攻擊力為主\n武器選擇物理攻擊的，防具選擇防禦裝，在50等後的點數分配到精神屬性（精神20）再後續補充力量，搭配淨化精神，并使用魔能藥劑恢復魔力，達到持久續航。\n3.續航型-2\n學習土元素魔法：多數以增加物理防禦為主，土之荊棘為土系唯一對抗性魔法，可移除目標（PC）加速效果并遏制目標使用二段加速\n武器選擇物理攻擊的，防具選擇防禦裝，在50等後的點數分配到精神屬性（精神20）再後續補充敏捷，搭配淨化精神，并使用魔能藥劑恢復魔力，達到持久續航。"
tw_1568,"推薦1說明\n優勢：超高的魔法攻擊力\n劣勢：防禦較低，體力較低\n\n培養方向\n1.純魔法型\n武器選擇增加魔法傷害的，防具選擇增加智力、魔攻的或者減傷的裝備，50等後的點數繼續分配到智力屬性，此方案消耗較大，需要持續使用魔能藥劑或者搭配魔力奪取，魔力儲量是該玩法的關鍵。\n2.續航型\n武器選擇吸收魔力的，防具選擇增加智力、魔攻的或者減傷的裝備，50等後的點數繼續分配到精神和智力屬性，提高治愈能力和魔力恢復能力，從而達到較少消耗，持久續航。"
tw_1569,"推薦2說明\n優勢：超高的魔法攻擊力\n劣勢：防禦較低，體力較低\n\n培養方向\n1.魔武混合型\n武器選擇增加物理傷害和吸魔的，防具選擇增加智力、魔攻的或者減傷的裝備，50等後的點數繼續分配到智力和力量屬性。因出生18力可獲得二段攻速的增益，搭配吸魔、物理混合魔法的方式，實現持久續航。\n2.魔武切換型\n練功時武器選擇吸魔的或者增加魔法傷害的，防具選擇增加智力、魔攻的或者減傷的裝備，50等後的點數繼續分配到精神和智力屬性，提高魔法攻擊力和治愈能力。因出生18力可獲得二段攻速的收益，練功採用吸魔武器，從而達到較少消耗，持久續航。PK採用魔法傷害武器，增加魔法傷害能力。"
tw_1570,"推薦1說明\n優勢：較高的物理攻擊力，物理暴擊高，血盟成員多\n劣勢：體力中等，防禦中等\n\n培養方向\n暴擊輸出型\n武器選擇物理攻擊的，防具可以選擇減傷、防禦或者力量屬性裝，50等後的點數繼續分配到毅力和力量上，確保毅力點數達到36（最大暴擊機率）"
tw_1571,"推薦2說明\n優勢：較高的物理攻擊力，較高的續航能力\n劣勢：體力中等，防禦中等\n\n培養方向\n1.續航輸出型\n武器選擇物理攻擊的，防具可以選擇減傷、防禦或者力量屬性裝，50等後的點數繼續分配到精神和力量上，單純練功型的玩法"
tw_1572,"null"
tw_1573,"魔法筆記"
tw_1574,"普通魔法筆記"
tw_1575,"法師魔法筆記"
tw_1576,"騎士魔法筆記"
tw_1577,"王族魔法筆記"
tw_1578,"精靈魔法筆記"
tw_1579,"英雄項錬 LV.2-LV.3"
tw_1580,"英雄項錬 LV.4"
tw_1581,"英雄項錬 LV.5"
tw_1582,"英雄項錬 LV.6"
tw_1583,"\fK查強化"
tw_1584,"\fK查資訊"
tw_1585,"%s      ------ 普通強化+%d ------\n"
tw_1586,"%s      --------- 普通強化+%d ---------\n"
tw_1587,"驗證訂閱"
tw_1588,"實名認證"
tw_1589,"真實姓名:"
tw_1590,"身份證號碼:"
tw_1591,"接受實名認證及防沉迷系統服務協議"
tw_1592,"根據國家防沉迷法規要求，請完善游戲防沉迷信息，以保障您順暢享受游戲"
tw_1593,"終極變形卷軸"
tw_1594,"選擇微信登錄方式, 綁定帳號後會自動重啟客戶端"
tw_1595,"你的設備還沒有安裝微信客戶端, 你可以下載安裝微信或者使用手機微信掃碼登錄, 綁定帳號後會自動重啟客戶端"
tw_1596,"你的設備還沒有安裝微信客戶端, 你可以下載安裝微信或者使用手機微信掃碼登錄"
tw_1597,"微信登錄"
tw_1598,"微信掃碼登錄"
tw_1599,"下載微信"
tw_1600,"點擊移動"
tw_1601,"點擊移動"
tw_1602,"微信掃碼支付"
tw_1603,"%s移速: %+d%%"
tw_1604,"%s攻速: %+d%%"
tw_1605,"%s法速: %+d%%"
tw_1606,"%s力量: %+d"
tw_1607,"%s體質: %+d"
tw_1608,"%s敏捷: %+d"
tw_1609,"%s智力: %+d"
tw_1610,"%s意志: %+d"
tw_1611,"%s毅力: %+d"
tw_1612,"%s防禦: %+d"
tw_1613,"%s遠程閃避: %+d%%"
tw_1614,"%s魔攻: %+d"
tw_1615,"%s魔防: %+d"
tw_1616,"%s火防: %+d"
tw_1617,"%s土防: %+d"
tw_1618,"%s水防: %+d"
tw_1619,"%s風防: %+d"
tw_1620,"%s體力上限: %+d"
tw_1621,"%s魔力上限: %+d"
tw_1622,"%s近戰物攻: %+d"
tw_1623,"%s遠程物攻: %+d"
tw_1624,"%s近戰命中: %+d"
tw_1625,"%s遠程命中: %+d"
tw_1626,"%s神聖傷害: %+d"
tw_1627,"%s命中抵抗: %+d"
tw_1628,"%s體力恢復: %+d"
tw_1629,"%s魔傷: %+d"
tw_1630,"%s額外魔傷: %+d"
tw_1631,"變形"
tw_1632,"魔化"
tw_1633,"聖化"
tw_1634,"天選專用"
tw_1635,"%d 等可用"
tw_1636,"未解锁"
tw_1637,"變形時間: %d秒"
tw_1638,"快捷變形"
tw_1639,"解鎖"
tw_1640,"分解獲得"
tw_1641,"分解"
tw_1642,"普通變形"
tw_1643,"目錄"
tw_1644,"怪物"
tw_1645,"屬性"
tw_1646,"怪物變形"
tw_1647,"解除變形"
tw_1648,"投骰"
tw_1649,"基本規則\n1.玩家在活動NPC處使用指定道具兌換骰子。\n2.玩家在棋盤上投擲骰子，每次消耗一個骰子。\n3.投擲骰子後，光標跟隨骰子擲出的數字行走對應步數。\n4.光標停在格子上，如格子上有道具或事件，則可獲得道具或觸發事件。\n5.已觸發過獲得道具的格子，再次踩中時不會再次獲得道具。\n6.已觸發過事件的格子，再次踩中時會再次觸發事件。\n7.棋盤終點設有大獎，玩家到達終點可獲得大獎并進入下一張棋盤地圖。\n8.擲出骰子後，玩家光標走完步數後必須剛好停在終點格子，才可獲得大獎和進入下一張棋盤地圖。否則，光標將根據多出的步數往回走。\n9.最後一幅地圖完成後，可不斷重複探索，但終點的終極大獎只可獲得一次，重複探索時終極大獎將替換為其他獎勵。\n\n事件類型\n1.前進X格：觸發事件後，向前再走X格（具體前進格數根據事件決定）。\n2.後退X格：觸發事件後，向後返回X格（具體後退格數根據事件決定）。"
tw_1650,"前進%d格"
tw_1651,"後退%d格"
tw_1652,"潰壞前方%d格"
tw_1653,"下次投骰獲得X2機會"
tw_1654,"獲得%s x %d"
tw_1655,"%s遠程閃避: %+d\n"
tw_1656,"材料不足"
tw_1657,"\f3開通天選勳章後才可使用此變形。"
tw_1658,"\f3%u級才可使用此變形。"
tw_1659,"\f3變形材料不足。"
tw_1660,"%s對%s的物攻：+%u~%u\n"
tw_1661,"查看變形材料"
tw_1662,"查看解鎖材料"
tw_1663,"材料"
tw_1664,"%s遠程物攻: %+d\n"
tw_1665,"%s遠程命中: %+d\n"
tw_1666,"活動變形"
tw_1667,"查看解鎖條件"
tw_1668,"開通「天選勳章」可解鎖"
tw_1669,"%s魔力恢復: %+d"
tw_1670,"%s物傷減免: %+d"
tw_1671,"請選擇將要綁定的帳號，綁定帳號後會自動重啟客戶端"
tw_1672,"請選擇將要綁定的帳號，綁定帳號後會自動重啟客戶端"
tw_1673,"活動變形暫未開放"
tw_1674,"請先選擇需要分解的材料"
tw_1675,"確認身份證號碼不一致，請重新確認輸入"
tw_1676,"點擊後將立刻變形"
tw_1677,"\fH消耗正義值：%u"
tw_1678,"補給品"
tw_1679,"加速類"
tw_1680,"其他"
tw_1681,"黑色秘銀"
tw_1682,"等待確定中..."
tw_1683,"有更新資源包，請問您要現在下載嗎？\n資源包大小：%.2fMB (建議WiFi環境下進行)"
tw_1684,"正在驗證最新資源..."
tw_1685,"出現錯誤，請重新購買"
tw_1686,"錯誤操作，請重新購買"
tw_1687,"訂單已取消"
tw_1688,"未知付款方式，請選擇正確的付款方式"
tw_1689,"付款失敗，請確認授權付款"
tw_1690,"商品已失效，請重新選擇購買的商品"
tw_1691,"訪問失敗，請授權訪問"
tw_1692,"無法連接網絡"
tw_1693,"訪問權限已撤銷，請重新授權"
tw_1694,"未確認Apple Music隱私政策"
tw_1695,"正在申請訪問權限，請及時處理"
tw_1696,"找不到商品，請重新選擇商品"
tw_1697,"商品的折扣活動已結束"
tw_1698,"付款失敗，請重新購買"
tw_1699,"商品價格發生變化，請重新購買"
tw_1700,"華為登錄"
tw_1701,"Apple 登入"
tw_1702,"英雄紋章"
tw_1703,"萬能藥水"
tw_1704,"英雄藥水"
tw_1705,"\f3請把快捷變形按鍵拖到快捷鍵鍵位"
tw_1706,"查看屬性"
tw_1707,"進階"
tw_1708,"x %u"
tw_1709,"Apple伺服器未回應，請重新打開Teon，點擊開始遊戲"
tw_1710,"合成"
tw_1711,"無法登入（%d），請確保設備已安裝相關組件"
tw_1712,"\f22.7 狀態[buff]"
tw_1713,"符石工坊"
tw_1714,"孔位加工"
tw_1715,"鑲嵌符石"
tw_1716,"取出符石"
tw_1717,"符石升等"
tw_1718,"符石淬煉"
tw_1719,"功能介紹"
tw_1720,"孔位加工\n\n1. 裝備開孔：\n1) 開孔需消耗金幣，有機率失敗。失敗時，僅損失金幣，裝備無損。\n2) 裝備種類和孔位不同，開孔消耗的金幣數和成功率不同。\n3) 暫時只有祝福武器可開2個孔。必須第1孔成功開孔後，才能開第2孔。\n2. 孔位精鍛：\n1) 祝福武器的第二孔位、祝福防具的第一孔位可在開孔後進行精鍛。精鍛後的孔位可鑲嵌特效符石。\n2) 精鍛需要消耗金幣，不同裝備類型精鍛時消耗的金幣數不同。\n3) 精鍛不會失敗。\n4) 精鍛的孔位上是否已鑲嵌符石對精鍛無影響，不會影響精鍛效果。"
tw_1721,"符石鑲嵌\n\n1.  鑲嵌的符石類型需與裝備類型一致。（防具精鍛孔除外，可裝備所有防具類普通符石）\n2. 普通孔位只能鑲嵌普通符石，精鍛孔位可鑲嵌普通符石和特效符石。\n3. 不同階級的裝備可鑲嵌的符石等級不同，等階越高，可鑲嵌符石等級越高。\n4. 已鑲嵌符石的孔位，直接鑲嵌新符石，舊符石將被銷毀。\n5. 當穿戴的裝備中鑲嵌的符石中屬性類型相同的符石總數多於3個時，只有最高等級的3個符石的效果會生效。\n6. 當狀態（buff）類符石特效觸發時，其他狀態（buff）類符石的觸發概率將衰減50%（同類符石不可重複觸發）。"
tw_1722,"符石取出：\n\n1. 符石取出需消耗特殊道具「磁力魔咒」。\n2. 磁力魔咒可通過高級藏寶圖開出，或部分活動產出。"
tw_1723,"符石升等：\n\n1. 消耗三顆低級的符石和一定量的金幣，可升等成一顆高一等的符石。目前最高可升等符石至3等。\n2.用於升等消耗的符石，類型、屬性和等級必須一致。\n3. 升等有成功率。符石等級不同，成功率不同。"
tw_1724,"符石淬煉：\n\n消耗任意三顆同類型同等級的符石，可獲得一顆同類型同等級，而屬性隨機生成的符石，並有機率生成特效符石。"
tw_1725,"%s--------- 符石 ---------\n"
tw_1726,"孔%d：未開孔\n"
tw_1727,"未镶嵌符石\n"
tw_1728,"%s%+d%s\n"
tw_1729,"開孔"
tw_1730,"精鍛"
tw_1731,"鑲嵌"
tw_1732,"符石"
tw_1733,"武器符石"
tw_1734,"1等"
tw_1735,"2等"
tw_1736,"3等"
tw_1737,"4等"
tw_1738,"5等"
tw_1739,"防具符石"
tw_1740,"被封印的符石"
tw_1741,"工具"
tw_1742,"或"
tw_1743,"一. 孔位加工\n1. 裝備開孔：\n1) 孔位是指裝備上用於鑲嵌符石的位置，需開孔後方可鑲嵌符石。\n2) 開孔需消耗金幣，有機率失敗。失敗時，僅損失金幣，裝備無損。\n3) 裝備種類和孔位不同，開孔消耗的金幣數和成功率不同。\n4) 暫時只有祝福武器可開2個孔。必須第1孔成功開孔後，才能開第2孔。\n2. 孔位精鍛：\n1) 祝福武器的第二孔位、祝福防具的第一孔位可在開孔後進行精鍛。精鍛後的孔位可鑲嵌特效符石。\n2) 精鍛需要消耗金幣，不同裝備類型精鍛時消耗的金幣數不同。\n3) 精鍛不會失敗。\n4) 精鍛的孔位上是否已鑲嵌符石對精鍛無影響，不會影響精鍛效果。\n\n二. 鑲嵌符石\n1. 只有已開孔的裝備可鑲嵌符石。\n2.  鑲嵌的符石類型需與裝備類型一致。（防具精鍛孔除外，可裝備所有防具類普通符石）\n3. 普通孔位只能鑲嵌普通符石，精鍛孔位可鑲嵌普通符石和特效符石。\n4. 不同階級的裝備可鑲嵌的符石等級不同，等階越高，可鑲嵌符石等級越高。\n5. 已鑲嵌符石的孔位，直接鑲嵌新符石，舊符石將被銷毀。可先通過「符石取出」將符石取下，詳情可查閱「符石取出」。\n6. 當穿戴的裝備中鑲嵌的符石中屬性類型相同的符石總數多於3個時，只有最高等級的3個符石的效果會生效。\n7. 當狀態（buff）類符石特效觸發時，其他狀態（buff）類符石的觸發概率將衰減50%（同類符石不可重複觸發）。\n\n三. 符石取出\n1. 如需取出已鑲嵌在裝備上的符石，可通過「符石取出」進行取出操作。\n2. 符石取出需消耗特殊道具「磁力魔咒」。\n3. 磁力魔咒可通過高級藏寶圖開出，或部分活動產出。\n\n四. 符石升等\n1. 通過「符石升等」，可消耗三顆低級的符石和一定量的金幣，升等成一顆高一等的符石。目前最高可升等符石至3等。\n2.用於升等消耗的符石，類型、屬性和等級必須一致。\n3. 升等有成功率。符石等級不同，成功率不同。\n\n五. 符石淬煉\n通過「符石淬煉」，消耗任意三顆同類型同等級的符石，可獲得一顆同類型同等級，而屬性隨機生成的符石，並有機率生成特效符石。"
tw_1744,"素材符石\n×1"
tw_1745,"五階"
tw_1746,"角色账号不匹配不能删除"
tw_1747,"角色转移有效期内不能被删除"
tw_1748,"序列号: %s"
tw_1749,"有效期: %s"
tw_1750,"序列号到期後才可以重新使用或删除"
tw_1751,"复制角色序列号"
tw_1752,"《Teon》角色轉移免責條款\n\n在你提交“角色轉移服務”申請前，我們鄭重提醒你仔細閱讀與該服務全部條款內容。\n\n我們是基於您已知悉並同意接受全部條款內容的前提下提供服務的，當你確認“生成角色序號”按鈕，即表明您已知悉並同意接受全部條款，此後，你不得以未閱讀，不瞭解或不同意下述條款而提出任何抗辯。\n\n1、序號申請後帶有效期（3天），3天內不可登入該角色。\n2、角色轉移申請前請務必處理好角色背包內的物品，如轉移後則無法還原。\n3、該功能只用於個人帳號間的角色轉移，如用於線下交易，可能存在風險和損失，需使用者自行承擔，官方概不負責。\n4、角色轉移將收取2本“被封印的誓約書”作為轉移費用，請提前購買。當系統生成序號後，將扣除誓約書，若因玩家操作不當導致序號失效沒有完成轉移，該誓約書不作退還。\n5、角色轉移滿足轉移條件，否則不得轉移。"
tw_1753,"《Teon》角色轉移免責條款\n\n在你啟動“角色轉移服務”申請前，我們鄭重提醒你仔細閱讀與該服務全部條款內容。\n\n我們是基於您已知悉並同意接受全部條款內容的前提下提供服務的，當你確認“啟動”按鈕，即表明您已知悉並同意接受全部條款，此後，你不得以未閱讀，不瞭解或不同意下述條款而提出任何抗辯。\n\n1、角色轉移序號啟動後可馬上登入。\n2、角色轉移申請前已處理好角色背包內的物品，可交易物品無法轉移。\n3、該功能只用於個人帳號間的角色轉移，如用於線下交易，可能存在風險和損失，需使用者自行承擔，官方概不負責。\n4、角色轉移將收取2本“被封印的誓約書”作為啟動費用，請提前購買。\n5、角色轉移滿足轉移條件，否則不得轉移。"
tw_1754,"我已知悉上述免责声明，同意生成角色序号"
tw_1755,"我已知悉上述免责声明，同意激活角色"
tw_1756,"生成角色序号需消耗%u本誓约书"
tw_1757,"激活角色需消耗%u本誓约书"
tw_1758,"确认生成角色序号"
tw_1759,"确认激活角色"
tw_1760,"生成角色序号"
tw_1761,"激活角色"
tw_1762,"角色属性"
tw_1763,"属性道具使用情况"
tw_1764,"背包"
tw_1765,"角色仓库"
tw_1766,"回忆泉水"
tw_1767,"万能药"
tw_1768,"数量：%u"
tw_1769,"序号有效期:%s"
tw_1770,"角色资料"
tw_1771,"角色序列号生成成功"
tw_1772,"角色序号"
tw_1773,"复制"
tw_1774,"角色序号有效期至: %s"
tw_1775,"点击下方按钮键将返回登录界面。\n如果再次查看角色序号，可在角色選擇頁面處查看。"
tw_1776,"返回登录界面"
tw_1777,"序列号不能为空"
tw_1778,"请输入角色序号"
tw_1779,"确定"
tw_1780,"角色激活成功"
tw_1781,"下次可生成序号的时间: %s"
tw_1782,"重新登录，可在选角界面选择使用的角色"
tw_1783,"您的角色正在等待刪除中，取消刪除才可登入該角色"
tw_1784,"初心者卷軸"
tw_1785,"進階經驗魔方"
tw_1786,"消耗品"
tw_1787,"雙手弓"
tw_1788,"單手弓"
tw_1789,"雙手矛"
tw_1790,"單手鈍器"
tw_1791,"雙手杖"
tw_1792,"單手杖"
tw_1793,"燈"
tw_1794,"食物"
tw_1795,"任務道具"
tw_1796,"寵物道具"
tw_1797,"禮盒"
tw_1798,"種類: %s\n"
tw_1799,"\fD你對 \f=%s \fD的攻擊觸發了符石特效 \f=%s \fD，產生了 \f=%d 點傷害"
tw_1800,"\f=%s \fD對你的攻擊觸發了符石特效 \f=%s \fD，你受到了 \f=%d 點傷害"
tw_1801,"水元素魔法"
tw_1802,"土元素魔法"
tw_1803,"火元素魔法"
tw_1804,"風元素魔法"
tw_1805,"雷元素魔法"
tw_1806,"正在加載遊戲資源，此過程不消耗流量，請放心等待... (剩餘時間 %u:%u)"
tw_1807,"null"
tw_1808,"請於左邊選擇有關工單內容"
tw_1809,"高一等符石\n×1"
tw_1810,"請從背包拖動裝備\n至上方裝備格"
tw_1811,"%s有幾率成功"
tw_1812,"請從背包拖動符石\n至上方符石孔"
tw_1813,"替換符石"
tw_1814,"替換"
tw_1815,"你確定要以下方新符石替換上方的舊符石嗎？\n替換後，舊符石將會消失"
tw_1816,"請選擇需要取出的符石"
tw_1817,"取出"
tw_1818,"你確定要消耗\f=磁力魔咒×%d\f>取出這顆符石嗎？"
tw_1819,"素材符石融合升等後\n有機會出現以下三種結果之一"
tw_1820,"請從背包拖動3顆同等級的符石至上方符石孔"
