tw_0,客戶端版本:%s 資源版本:%u
tw_2239,"天選"
tw_2240,"天選描述"
tw_2241,"購買確認"
tw_2242,"你確定要購買此商品嗎？"
tw_2243,"購買"
tw_2244,"取消"
tw_2245,"日限購"
tw_2246,"周限購"
tw_2247,"月限購"
tw_2248,"限制購買"
tw_2249,"戰功"
tw_2250,"靈魂點"
tw_2251,"死神樂園排行榜"
tw_2252,"單次戰功"
tw_2253,"單次靈魂點"
tw_2254,"本月戰功"
tw_2255,"本月傷害"
tw_2256,"最大可使用箭矢等級:%d\n"
tw_2257,"箭矢等級:%d\n"
tw_2258,"\f3請在游戲內確認自己是否已實名認證和綁定手機號碼"
tw_2259,"\f3請先去設置倉庫密碼"
tw_2260,"行動力"
tw_2261,"戰鬥力"
tw_2262,"抵抗力"
tw_2263,"物理防禦%d\n"
tw_2264,"力量%+d\n"
tw_2265,"敏捷%+d\n"
tw_2266,"體質%+d\n"
tw_2267,"意志%+d\n"
tw_2268,"毅力%+d\n"
tw_2269,"智力%+d\n"
tw_2270,"命中抵抗%+d\n"
tw_2271,"遠程閃避%+d\n"
tw_2272,"魔攻%+d\n"
tw_2273,"魔防%+d\n"
tw_2274,"治癒%+d\n"
tw_2275,"體力上限%+d\n"
tw_2276,"魔力上限%+d\n"
tw_2277,"體力恢復%+d\n"
tw_2278,"魔力恢復%+d\n"
tw_2279,"水防%+d\n"
tw_2280,"火防%+d\n"
tw_2281,"風防%+d\n"
tw_2282,"土防%+d\n"
tw_2283,"抵抗暗盲%+d\n"
tw_2284,"抵抗冰凍%+d\n"
tw_2285,"抵抗沈默%+d\n"
tw_2286,"抵抗石化%+d\n"
tw_2287,"抵抗眩暈%+d\n"
tw_2288,"抵抗中毒%+d\n"
tw_2289,"遠程傷害%+d\n"
tw_2290,"遠程命中%+d\n"
tw_2291,"傷害減免%+d\n"
tw_2292,"魔傷減免%+d\n"
tw_2293,"物理傷害%+d\n"
tw_2294,"魔法傷害%+d\n"
tw_2295,"命中%+d\n"
tw_2296,"魔法命中%+d\n"
tw_2297,"稀有度降序"
tw_2298,"稀有度升序"
tw_2299,"等級降序"
tw_2300,"等級升序"
tw_2301,"等級升序"
tw_2302,"寶箱底座"
tw_2303,"卡箱"
tw_2304,"不能全選，已超過最大上限數"
tw_2305,"全部"
tw_2306,"行動力：%u"
tw_2307,"戰鬥力：%u"
tw_2308,"抵抗力：%u"
tw_2309,"隊長技能"
tw_2310,"職業："
tw_2311,"以卡組%s的%.2f%%轉化為角色%s，最大%+d點\n"
tw_2312,"LV %u/%u"
tw_2313,"羈絆"
tw_2314,"%s（突破至%u"
tw_2315,"解鎖）"
tw_2316,"體型：大"
tw_2317,"體型：小"
tw_2318,"剛體：是"
tw_2319,"剛體：否"
tw_2320,"種族：%s"
tw_2321,"無"
tw_2322,"弱點屬性：%s"
tw_2323,"出沒區域\n"
tw_2324,"掉落物品"
tw_2325,"鎖定"
tw_2326,"解鎖"
tw_2327,"加入卡冊"
tw_2328,"卡冊目錄"
tw_2329,"卡冊信息"
tw_2330,"卡片"
tw_2331,"怪物卡冊"
tw_2332,"背包卡片"
tw_2333,"怪物卡片"
tw_2334,"升級"
tw_2335,"突破"
tw_2336,"編輯卡片"
tw_2337,"卡片育成"
tw_2338,"卡片寶箱"
tw_2339,"放入寶箱"
tw_2340,"加速"
tw_2341,"開啟"
tw_2342,"加速卡箱時間"
tw_2343,"選擇其中一個方式加速卡箱"
tw_2344,"擴展"
tw_2345,"擴展卡冊欄"
tw_2346,"選擇其中一種方式擴展卡冊欄"
tw_2347,"已選素材 %u/%u"
tw_2348,"\f3請先選擇素材"
tw_2349,"素材"
tw_2350,"解鎖卡箱位置"
tw_2351,"升級信息"
tw_2352,"突破信息"
tw_2353,"突破素材"
tw_2354,"LV \f2%u\f>/%u"
tw_2355,"活力：%u \f2> %u"
tw_2356,"戰鬥力：%u \f2> %u"
tw_2357,"抵抗力：%u \f2> %u"
tw_2358,"信息"
tw_2359,"最大等級 LV%u -> \f2LV%u"
tw_2360,"%u張相同羈絆卡片可激活\n"
tw_2361,"成功幾率為%u%%"
tw_2362,"選擇素材"
tw_2363,"可嘗試解鎖"
tw_2364,"%u級"
tw_2365,"退戰"
tw_2366,"出戰"
tw_2367,"替換"
tw_2368,"激活"
tw_2369,"跳過等待"
tw_2370,"選擇其中一個方式跳過等待"
tw_2371,"需要消耗物品才能解鎖"
tw_2372,"開通"
tw_2373,"卡組抵抗力"
tw_2374,"卡組戰鬥力"
tw_2375,"卡組活力"
tw_2376,"卡組"
tw_2377,"卡組信息"
tw_2378,"開通天選可解鎖"
tw_2379,"消耗%d本誓約書可解鎖"
tw_2380,"解鎖卡組"
tw_2381,"解鎖卡槽"
tw_2382,"切換出戰卡組"
tw_2383,"切換出戰卡組後原本已生效的卡組將立即進入冷卻時間，\n 是否確定切換出戰卡組"
tw_2384,"卡組%d"
tw_2385,"替換卡片"
tw_2386,"LV%u"
tw_2387,"* 含手續費: %s \n* 請核對價格，購買後不可撤銷。"
tw_2388,"最低售價"
tw_2389,"最高售價"
tw_2390,"確認為你的血盟報名參與 \f=%s \f[的地下試驗場嗎？需要花費\n血盟經驗：%d\n血盟資源：%d"
tw_2391,"報名確認"
tw_2392,"入場"
tw_2393,"選擇"
tw_2394,"剩餘名額：%d"
tw_2395,"進行中"
tw_2396,"已結束"
tw_2397,"距入場還有：%d:%02d:%02d"
tw_2398,"請選擇參與場次（最低血盟等級要求：4；參與場次上限：1）："
tw_2399,"地下試驗場"
tw_2400,"競拍市場"
tw_2401,"參拍物品"
tw_2402,"關注物品"
tw_2403,"已結束競拍"
tw_2404,"競拍倉庫"
tw_2405,"\f3已結束物品競拍不能關注"
tw_2406,"\f3出價失敗，%s不足"
tw_2407,"此裝備已有高级保護"
tw_2408,"\f3推薦碼無效，請重新輸入"
tw_2409,"推薦福利"
tw_2410,"我的推薦碼：%u等可以生成推薦碼"
tw_2411,"我的推薦碼：%s"
tw_2412,"輸入次數：%u/%u"
tw_2413,"已激活"
tw_2414,"不可輸入"
tw_2415,"%u級前可輸入"
tw_2416,"推薦獎勵"
tw_2417,"輸入推薦碼："
tw_2418,"激活"
tw_2419,"報名結束"
tw_2420,"一、\fW新手福利\f>：\n1、獎勵對象：新建角色\n2、領取規則：\n- 建立角色當天為第1天，至第7天每天均有對應可領取的新手福利。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n\n二、\fW回歸福利\f>：\n1、獎勵對象：等級≥40的回歸角色\n2、領取規則：\n- 距上次登入≥30天且等級≥40的角色，登入時將激活回歸福利。\n- 激活回歸福利當天為第1天，至第7天每天均有對應可領取的回歸福利。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n\n三、\fW天選勳章專屬福利\f>：\n1、獎勵對象：天選勳章用戶賬號下所有角色\n2、領取規則：\n- 賬號已開通天選勳章服務，且處於服務生效期間最後一日零點前，該賬號下所有角色均可享受天選勳章專屬福利。\n- 天選勛章專屬福利每天均有對應可領取的福利。\n- 天選勛章專屬福利以自然月為週期，每月1號自動刷新並觸發。\n- 福利可領取時，點擊[領取]按鈕即可領取當天全部獎勵，領取時請確保背包有足夠位置。\n- 當天的獎勵只能當天領取，當天未領取的獎勵將於當天23:59後過期不可再領取，無法補領。\n- 若當天為天選勳章有效期最後一天，則當天凌晨零點起專屬福利即刻不可領取。\n\n四、\fW福利圖標\f>長期顯示，獎勵項除天選福利外，其他福利在無待領獎勵時，將不再顯示在列表中。\n\n五、\fW推薦獎勵\f>：\n1、獎勵對象：\n- 等級<40且輸入激活推薦碼的角色\n- 等級≥50的玩家\n2、領取規則：\n輸入推薦碼獎勵： \n- 輸入並激活推薦碼後，在獎勵領取領取期內，角色達到指定等級，即可領取獎勵。\n- 福利可領取時，點擊[領取]按鈕即可領取對應等級全部獎勵，領取時請確保背包有足夠位置。\n分享推薦碼獎勵：\n- 推薦人分享推薦碼後，當其他玩家輸入並激活推薦人的推薦碼，且角色達到指定等級，推薦人即可獲得獎勵。\n- 獎勵將通過系統郵件發放。\n- 同一推薦碼最多可被激活10次。"
tw_2421,"休息時間"
tw_2422,"是否馬上為你續訂15天誓約書期限？"
tw_2423,"你開通的「誓約書」服務已經到期失效，請及時續訂。"
tw_2424,"行動力：%+d\n"
tw_2425,"戰鬥力：%+d\n"
tw_2426,"抵抗力：%+d\n"
tw_2427,"物理防禦"
tw_2428,"力量"
tw_2429,"敏捷"
tw_2430,"體質"
tw_2431,"意志"
tw_2432,"毅力"
tw_2433,"智力"
tw_2434,"命中抵抗"
tw_2435,"遠程閃避"
tw_2436,"魔攻"
tw_2437,"魔防"
tw_2438,"治癒"
tw_2439,"體力上限"
tw_2440,"魔力上限"
tw_2441,"體力恢復"
tw_2442,"魔力恢復"
tw_2443,"水防"
tw_2444,"火防"
tw_2445,"風防"
tw_2446,"土防"
tw_2447,"抵抗暗盲"
tw_2448,"抵抗冰凍"
tw_2449,"抵抗沈默"
tw_2450,"抵抗石化"
tw_2451,"抵抗眩暈"
tw_2452,"抵抗中毒"
tw_2453,"遠程傷害"
tw_2454,"遠程命中"
tw_2455,"傷害減免"
tw_2456,"魔傷減免"
tw_2457,"物理傷害"
tw_2458,"魔法傷害"
tw_2459,"命中"
tw_2460,"魔法命中"
tw_2461,"冒險者稱號"
tw_2462,"稱號"
tw_2463,"顯示"
tw_2464,"屬性"
tw_2465,"永久"
tw_2466,"\fK屬　　性"
tw_2467,"\fK到期時間"
tw_2468,"\fK獲得方式"
tw_2469,"確定修改"
tw_2470,"死神樂園排行榜"
tw_2471,"單次戰功"
tw_2472,"單次靈魂點"
tw_2473,"本月戰功"
tw_2474,"本月靈魂點"
tw_2475,"開箱需時:"
tw_2476,"可開啟"
tw_2477,">%ld天"
tw_2478,">%ld時"
tw_2479,">%ld分"
tw_2480,"<1分"
tw_2481,"\fD你對 \f=%s \fD的攻擊觸發了武器特效，產生了 \f=%d 點傷害"
tw_2482,"\f=%s \fD對你的攻擊觸發了武器特效，你受到了 \f=%d 點傷害"
tw_2483,"\f3受到武器魔力的反作用力，你的武器被完全摧毀"
tw_2484,"贖回確認"
tw_2485,"是否確認消耗 \f=%s %s \f[贖回物品"
tw_2486,"代幣"
tw_2487,"金幣"
tw_2488,"請先選擇要贖回的物品"
tw_2489,"贖回消耗："
tw_2490,"贖回"
tw_2491,"贖回物品"
tw_2492,"隱私條款"
tw_2493,"稱號"
tw_2494,"當前軍階："
tw_2495,"榮譽值"
tw_2496,"(今天還可以獲取 \f=%d \f[點榮譽)"
tw_2497,"需要軍階：%s\n"
tw_2498,"軍階"
tw_2499,"榮耀值"
tw_2500,"榮耀排行榜"
tw_2501,"當前沒有物品可回購"
tw_2502,"代幣不足，是否前往購買頁面？"
tw_2503,"可以開啟"
tw_2504,"魂石"
tw_2505,"攻擊魂石"
tw_2506,"防禦魂石"
tw_2507,"特殊魂石"
tw_2508,"煉魂源晶"
tw_2509,"還未開孔"
tw_2510,"確定消耗 %d 顆 %s 鑲嵌在該孔位（不管鑲嵌成功或失敗，原有屬性都會消失）？"
tw_2511,"鑲嵌魂石"
tw_2512,"魂石板等级：Lv%d"
tw_2513,"提升等级"
tw_2514,"打孔"
tw_2515,"镶嵌魂石"
tw_2516,"\fK魂石板"
tw_2517,"魂石板"
tw_2518,"魂石板已升至最高等級"
tw_2519,"該位置已打孔"
tw_2520,"脛甲"
tw_2521,"名稱"
tw_2522,"資質"
tw_2523,"資質屬性:"
tw_2524,"資   質:"
tw_2525,"資質屬性:"
tw_2526,"活力"
tw_2527,"基礎屬性:"
tw_2528,"無"
tw_2529,"普通"
tw_2530,"高級"
tw_2531,"稀有"
tw_2532,"傳奇"
tw_2533,"史詩"
tw_2534,"出戰"
tw_2535,"收回"
tw_2536,"餵養"
tw_2537,"分解"
tw_2538,"完成"
tw_2539,"你將分解下列魔法娃娃，並獲得%u顆獸靈\n請問是否确认分解？\n%s"
tw_2540,"分解確認"
tw_2541,"確認分解"
tw_2542,"取消分解"
tw_2543,"保留當前等階: %u%% 升到下一階: %u%%"
tw_2544,"當前魔法娃娃還不能合成"
tw_2545,"找不到可以合成的魔法娃娃"
tw_2546,"一鍵添加"
tw_2547,"確認合成"
tw_2548,"丟棄"
tw_2549,"保留"
tw_2550,"洗煉"
tw_2551,"提升資質"
tw_2552,"當前"
tw_2553,"變化"
tw_2554,"全部"
tw_2555,"I"
tw_2556,"II"
tw_2557,"III"
tw_2558,"IV"
tw_2559,"V"
tw_2560,"背包數量"
tw_2561,"全部"
tw_2562,"合成"
tw_2563,"洗煉"
tw_2564,"魔法娃娃"
tw_2565,"娃娃"
tw_2566,"還未解鎖"
tw_2567,"合成素材裡包含有資質娃娃，確定合成？"
tw_2568,"確定"
tw_2569,"取消"
tw_2570,"未開放"
tw_2571,"兌換與合成"
tw_2572,"埃利亞工坊"
tw_2573,"謄寫"
tw_2574,"脛甲材料合成"
tw_2575,"兌換"
tw_2576,"脛甲製作"
tw_2577,"您暫時沒有魔法娃娃，可到馬洛斯城鎮內尋找洛米爾[魔法娃娃]獲取！"
tw_2578,"團體戰中，不能互動"
tw_2579,"延時寶箱"
tw_2580,"寶藏"
tw_2581,"This is a Random Treasure Box (RTB) type of item. When you use this item in your inventory, you will randomly obtain one of the items listed below. The percentage shown at the bottom means the chance of this item will appear when you open a RTB."
tw_2582,"Guaranteed"
tw_2583,"\f3該孔只能鑲嵌特殊魂石"
tw_2584,"\f22.18 魂石系統"
tw_2585,"　取消　|　重試登入　"
tw_2586,"限時優惠"
tw_2587,"折扣禮包"
tw_2588,"商城道具"
tw_2589,"天選會員"
tw_2590,"T Coin充值"
tw_2591,"%d 秒後退出遊戲，可以點擊取消按鈕取消退出操作"
tw_2592,"取消"
tw_2593,"登出"
tw_2594,"魔法卷軸"
tw_2595,"鎖定"
tw_2596,"切換娃娃鎖定狀態"
tw_2597,"請選擇要分解的娃娃"
tw_2598,"\f3不能選擇鎖定狀態的魔法娃娃"
tw_2599,"\f3鎖定狀態的魔法娃娃不能洗煉"
tw_2600,"Max Level"
tw_2601,"任務"
tw_2602,"挑戰令·白"
tw_2603,"挑戰令·綠"
tw_2604,"挑戰令·藍"
tw_2605,"誓約印章"
tw_2606,"隨從"
tw_2607,"組隊"
tw_2608,"隨從名片"
tw_2609,"\f22.19 魔法娃娃系統"
tw_2610,"四階魔力球"
tw_2611,"五階魔力球"
tw_2612,"魔力球碎片"
tw_2613,"Time left"
tw_2614,"Price:"
tw_2615,"Trophy"
tw_2616,"Collect"
tw_2617,"Give Up"
tw_2618,"(if you confirm to redeem this item, it can't be give up)"
tw_2619,"(if you confirm to give up this item, it can't be recover)"
tw_2620,"You have nothing to redeem.\nTap the [?] icon on the top right to know\nmore about Redeem."
tw_2621,"You have no trophy now.\nTap the [?] icon on the top right to know\nmore about Trophy."
tw_2622,"Rules about Redeem"
tw_2623,"Rules about Trophy"
tw_2624,"赎回系统规则_内容"
tw_2625,"战利品系统规则_内容"
tw_2626,"\f2鎖定的材料不能用於%s"
tw_2627,"Are you sure to use %u TC to purchase for %s?"
tw_2628,"泡點"
tw_2629,"Activate Premium"
tw_2630,"Teon Coin: %u"
tw_2631,"Are you sure to activate premium for Teon Coin: %u?"
tw_2632,"Are you sure to activate premium for %s?"
tw_2633,"You are now not Premium Member. You are not allow to put more than %u items at the same time. Do you want to activate Premium and continue selling?"
tw_2634,"Tolls: %.1f%%"
tw_2635,"分解後可獲得%u個獸靈"
tw_2636,"發送位置"
tw_2637,"Tolls:"
tw_2638,"Gains:"
tw_2639,"雇佣後獎勵安排"
tw_2640,"當攻城戰成功占領時，系統會根據當前頁面所設定的稅率，派發給參戰的玩家。"
tw_2641,"輸入分配稅率"
tw_2642,"輸入佣兵個人獎金"
tw_2643,"輸入每個佣兵個人獎金，最低金額為%u"
tw_2644,"金幣"
tw_2645,"最低金額為%u"
tw_2646,"Teon Coin"
tw_2647,"佣兵數量要求"
tw_2648,"佣兵等級要求"
tw_2649,"輸入需要招募的數量，上限為%u"
tw_2650,"輸入最低等級要求，最低下限為%u"
tw_2651,"招募"
tw_2652,"完成"
tw_2653,"已加入的僱傭兵列表"
tw_2654,"累積傷害 %u"
tw_2655,"承受傷害 %u"
tw_2656,"擊殺數量 %u"
tw_2657,"不招募選擇的佣兵"
tw_2658,"總獎金"
tw_2659,"要求等級"
tw_2660,"加入"
tw_2661,"招募中的血盟"
tw_2662,"已加入的血盟"
tw_2663,"不再征用"
tw_2664,"代號"
tw_2665,"最近戰績"
tw_2666,"預計獎勵"
tw_2667,"退回獎金:"
tw_2668,"領取"
tw_2669,"雇佣兵結算"
tw_2670,"日期"
tw_2671,"戰況"
tw_2672,"獎金分配"
tw_2673,"全部領取"
tw_2674,"獎金領取"
tw_2675,"%m月%d日"
tw_2676,"Allocation Suggest"
tw_2677,"\f23.1 Elf"
tw_2678,"\f23.2 Knight"
tw_2679,"\f23.3 Royal"
tw_2680,"\f23.4 Mage"
tw_2681,"\f23.5 Darkelf"
tw_2682,"Ransom & Loot"
tw_2683,"\f=只能對強化等級%d以下的防具使用"
tw_2684,"\f3裝備隱身斗篷和隱身狀態下不可接受傳送"
tw_2685,"This item is already overtime. You can't give it up or collect it any more."
tw_2686,"This item isn't ready. You can give it up or collect it until the redemption time is over."
tw_2687,"您的時間點數將超過上限 %d 點，無法購買。"
tw_2688,"時間點數計算規則"
tw_2689,"1、游戲區域分為付費區域與免費區域；\n2、進入付費區域之後開始消耗時間點數；\n3、在付費區域每1分鐘消耗1點時間點數；\n4、角色離線或者進入免費區域，則停止消耗時間點數；\n5、相同服務器下，同一賬號內所有角色共享時間點數；如想在多個服 務器進行游戲，需在各個服務器購買獨立的時間點數；\n6、如果玩家在兩個准備合服的服務器裡都有剩余的時間點數，則兩個 服務器剩余的時間點數會在合服之後累加。"
tw_2690,"蒂安幣使用範圍和規則"
tw_2691,"1、蒂安幣用於游戲中的部分增值服務，例如發送滾動條廣播、修改角色名稱、購買變身皮膚、和重置屬性點等；\n2、已購買的蒂安幣在同一賬號和服務器內的所有角色均可使用；\n3、角色轉移時，蒂安幣不會隨角色轉移；\n4、蒂安幣不可用於交易、購買游戲內道具、裝備等物品或用於兌換時間點數；\n5、購買前請確認清楚增值服務所需要的蒂安幣數量；\n6、最終解釋權歸官方所有。"
tw_2692,"你即將花費 %s 購買 \f=%d \f[點時間點數。\n\n首次充值額外獲贈 \f=%d \f[點時間點數。\n\n\f=首充雙倍點數只限第一筆充值，首充額度越大，優惠力度越大！\n\n\f[時間點數計費方式為每分鐘消耗\f=1\\f[點。\n詳細計費方式請點擊充值服務-時間點數頁面的(?)按鍵查看。"
tw_2693,"你即將花費 %s 購買 \f=%d \f[點時間點數。\n\n本次購買可獲贈 \f=%d \f[點時間點數。 \n\n時間點數計費方式為每分鐘消耗\f=1\f[點。\n詳細計費方式請點擊充值服務-時間點數頁面的(?)按鍵查看。"
tw_2694,"取消"
tw_2695,"購買"
tw_2696,"購買時間點數"
tw_2697,"首充"
tw_2698,"雙倍"
tw_2699,"點數"
tw_2700,"額外送："
tw_2701,"點"
tw_2702,"剩余時間點數：%d"
tw_2703,"時間點數"
tw_2704,"購買蒂安幣"
tw_2705,"你即將花費 %s 購買"
tw_2706,"\f=購買前請確認清楚增值服務所需要的蒂安幣數量；\n\f[蒂安幣用於游戲中的部分增值服務，例如發送滾動條廣播、修改角色 名稱、購買變身皮膚、和重置屬性點等；\n詳細計費方式請點擊充值服務-購買蒂安幣頁面的(?)按鍵查看。"
tw_2707,"您的蒂安幣數量將超過上限 %d 個，無法購買。"
tw_2708,"你還有 誓約書 訂單沒有完成，請先到對應的服務器完成訂單"
tw_2709,"你還有 點卡服 訂單沒有完成，請先到對應的服務器完成訂單"
tw_2710,"您已成功購買 \f=%d蒂安幣\f[ 。請前往【郵件】->【公告】，在郵件內 點擊領取按鈕提取您的蒂安幣。如遇網絡延遲等原因造成郵件收取滯後，請稍後再試或聯系客服。"
tw_2711,"購買成功"
tw_2712,"前往郵件"
tw_2713,"充值服務"
tw_2714,"你還有 蒂安幣 訂單沒有完成，請先到對應的服務器完成訂單"
tw_2715,"注意"
tw_2716,"\f=請檢查下您的裝備是否有元素強化或鑲嵌了符石，繼續操作不會返回元素或符石，確定嗎？"
tw_2717,"傳送鈴鐺"
tw_2718,"保護卷軸"
tw_2719,"\f=只能對強化等級%d以下的武器使用"
tw_2720,"你即將按照佣兵數%u人次，總獎金%u金幣發起佣兵招募，是否執行？"
tw_2721,"你即將按照佣兵數%u人次，總獎金%u金幣和%u代幣發起佣兵招募，是否執行？"
tw_2722,"金幣"
tw_2723,"跳过"
tw_2724,"冰霜變形結晶"
tw_2725,"魔法卷軸"
tw_2726,"一級"
tw_2727,"二級"
tw_2728,"三級"
tw_2729,"四級"
tw_2730,"五級"
tw_2731,"六級"
tw_2732,"祝福屈原靴"
tw_2733,"攤位"
tw_2734,"我的攤位"
tw_2735,"攤位名稱："
tw_2736,"下架"
tw_2737,"已上架"
tw_2738,"已出售(%d)"
tw_2739,"收攤"
tw_2740,"攤位記錄"
tw_2741,"當前沒有交易記錄"
tw_2742,"%s           %s 已出售，總價(%d)"
tw_2743,"上架"
tw_2744,"\f3已達欄位上限%d"
tw_2745,"售空"
tw_2746,"职业尚未开放"
tw_2747,"此服务器尚未开放此职业角色，请留意后续版本更新"
tw_2748,"\f2%u\f>秒後退出無限大戰"
tw_2749,"無限大戰還未開始"
tw_2750,"開戰時間"
tw_2751,"積分"
tw_2752,"積分排行榜"
tw_2753,"%s觸發概率:%+d%%\n"
tw_2754,"%s特效傷害:%+d\n"
tw_2755,"\f3總價超過上限，物品無法上架。"
tw_2756,"\f=%s \fD的攻擊沒有命中你"
tw_2757,"\fD你的攻擊沒有命中 \f=%s"
tw_2758,"\f>条件:轉生%d次後可使用\n"
tw_2759,"\f22.5 Element Enchant"
tw_2760,"該攤位商品已售空"
tw_2761,"好友准許"
tw_2762,"好友數量：%d/%d"
tw_2763,"黑名單數量：%d/%d"
tw_2764,"\fW19点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n额外负重能力+1\n\n\fW11点初始智力\f>\n额外魔耗减免+1\n\n\fW12点初始精神\f>\n额外魔法防御+1\n魔复药水效果+1\n\n配点点评：在获取最大物攻和近战命中加成的同时，还有配有魔耗减免以及增加魔复药水的效果。适合单练并且追求续航能力的王族玩家。升级时建议搭配魔法头盔:治愈。"
tw_2765,"\fW13点初始智力\f>\n魔法命中+1\n额外魔耗减免+2\n\n\fW16点初始精神\f>额外魔力回复量+2\n额外魔力成长+1\n额外魔法防御+2\n魔复药水效果+5\n\n配点点评：纯辅助型王族配点。后期配点主要增加智力，搭配魔法头盔:治愈以及王族职业魔法神圣牺牲，可以成为核心治疗角色。"
tw_2766,"\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：血盟盟主配点方式。为了在攻城战中保有最大的存活可能性，将一切奉献在体力成长上。但是这个配点在练级过程当中效率会非常低下。不建议新手玩家选择。"
tw_2767,"\fW20点初始力量\f>\n额外近战伤害+4\n额外近战命中+4\n\n配点点评：主流攻击型骑士配点方式，非常出色的近战伤害。唯一缺点就是续航能力相对较差。"
tw_2768,"\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：全游戏中血量最高的职业配点方式。在骑士这一职业本身的近战攻击能力就不会太差的前提下，这个配点方式可以最大限度靠体力回复来节省药水的开支。"
tw_2769,"\fW17点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n\n\fW15点初始体质\f>\n额外体力成长+1\n额外负重能力+1\n\n\fW13点初始敏捷\f>\n额外防御 -1\n防御成长从每7级-1缩短至每6级-1\n\n\fW9点初始智力\f>额外魔耗减免+1\n\n配点点评：尽可能获取最多初始点数额外奖励的配点方式。没有什么突出的地方，但是会比较容易上手。"
tw_2770,"\fK抵抗睡眠"
tw_2771,"剩餘時間點數：%d"
tw_2772,"熱賣"
tw_2773,"超值"
tw_2774,"是否購買下列商品？"
tw_2775,"是否開通下列權限？"
tw_2776,"商品:"
tw_2777,"權限:"
tw_2778,"贈送:"
