tw_0,客戶端版本:%s 資源版本:%u
tw_2779,"消耗:"
tw_2780,"您已開通次權限"
tw_2781,"開通"
tw_2782,"使用權"
tw_2783,"使用權已到期"
tw_2784,"開啟窗口後的提示信息"
tw_2785,"前搖倒數窗口的信息"
tw_2786,"後搖倒數窗口的信息"
tw_2787,"\fW18点初始敏捷\f>\n额外远程伤害+3\n额外远程命中+3\n额外防御-2\n\n\fW13点初始体质\f>\n额外体力成长+1\n\n配点点评：选择弓作为武器的精灵的推荐加点方式。拥有最高的远程命中和伤害，并且通过防御加成和体力成长加成增加生存能力。"
tw_2788,"\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始智力\f>\n魔法命中+1\n魔法暴击率+2\n\n配点点评：以近战输出为主、魔法伤害为辅的魔法战士加点方式。16点初始力量已经足够取得精灵在初始力量中的所有额外收益，而额外负重能力可以让近战精灵携带更多的补给品。"
tw_2789,"\fW14点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n\n\fW16点初始智力\f>\n魔法命中+2\n魔法暴击率+4\n\n配点点评：推荐方案2的一种变异模式。虽然近战伤害相比没有太大变化，但是在降低负重能力的代价下，提高了一至六阶魔法的命中几率和暴击几率。更偏向于以魔法为主、近战为辅的辅助型配点。不推荐新手使用。"
tw_2790,"\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始体质\f>\n体力回复+1\n额外体力成长+1\n\n配点点评：纯近战式配点，增加了体力量和体力回复量。推荐方案2的一种变异模式。"
tw_2791,"\fW12点初始力量\f>\n额外近战伤害+2\n额外近战命中+1\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW18点初始精神\f>\n魔力回复量+3\n额外魔力成长+2\n魔法防御+1\n\n配点点评：标准精、智法师配点，还可配合近战攻击。推荐新手玩家使用。"
tw_2792,"\fW13点初始力量\f>\n\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW16点初始体质\n额外体力成长+2\n负重能力+2\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n配点点评：加大了生存能力和近战能力的力量型法师，能够同时使用近战和魔法打出伤害。"
tw_2793,"\fW13点初始力量\f>\n\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n\fW12点初始毅力\f>\n\n配点点评：召唤法师的初始配点模式。在确保早期能够顺利升级的同时，在学会迷魅、瘴怪或召唤术之后，最高可以同时带3只随从。"
tw_2794,"cn3配点规则（占位符）"
tw_2795,"%s抵抗睡眠: %+d\n"
tw_2796,"轉生"
tw_2797,"没有足够材料兑换"
tw_2798,"兑换积分"
tw_2799,"兑换"
tw_2800,"=%u 积分"
tw_2801,"积分界面上面描述内容"
tw_2802,"普通奖励"
tw_2803,"高级奖励"
tw_2804,"启用"
tw_2805,"消耗%s开启高级奖励"
tw_2806,"Play"
tw_2807,"广告内容描述"
tw_2808,"[%d]号书签组"
tw_2809,"需开通高级奖池"
tw_2810,"\f3魔法 冷却中"
tw_2811,"Advertising"
tw_2812,"職位貢獻經驗率沒有改變，請先調整！"
tw_2813,"職位貢獻經驗率每天只能調整%d次；每天上午10:00點刷新次數"
tw_2814,"輸入貢獻百分比"
tw_2815,"職位貢獻經驗率已調整，確定要保留設置嗎？\n職位貢獻經驗率每天只能調整%d次；每天上午10:00點刷新次數。"
tw_2816,"調整職位貢獻率"
tw_2817,"殺怪所獲得的經驗值會按照設定%貢獻給血盟經驗值"
tw_2818,"調整職位貢獻率"
tw_2819,"貢獻比例設置範圍為0~%d%%"
tw_2820,"調整"
tw_2821,"%d萬"
tw_2822,"在線人數：%d/%d"
tw_2823,"血盟職位：%s"
tw_2824,"職位貢獻經驗率：%d%%"
tw_2825,"累計貢獻經驗值：%d"
tw_2826,"你的血盟現在可以升級了。\n是否確定花費以下資源提升血盟等級："
tw_2827,"你的血盟尚未積累到足夠提升等級的經驗值。\n除了血盟經驗值，你還需准備以下資源用以提升血盟等級："
tw_2828,"血盟升級"
tw_2829,"新血盟規則"
tw_2830,"保密"
tw_2831,"升級"
tw_2832,"血盟等級："
tw_2833,"升級經驗："
tw_2834,"調整貢獻"
tw_2835,"最多保留%d 條信息；時間以服務器時間為准"
tw_2836,"血盟動態"
tw_2837,"職位"
tw_2838,"職業"
tw_2839,"等級"
tw_2840,"經驗貢獻"
tw_2841,"积分物品"
tw_2842,"盟主或副盟職位才能調整職位貢獻經驗率"
tw_2843,"\f22.14 灵魂转生"
tw_2844,"Reset"
tw_2845,"Remaining"
tw_2846,"开启第二套装备"
tw_2847,"30天聊天字体颜色"
tw_2848,"30天表情组%u"
tw_2849,"开启第%u套书签"
tw_2850,"%s隨從物攻:%+d\n"
tw_2851,"%s隨從命中:%+d\n"
tw_2852,"%s隨從魔攻:%+d\n"
tw_2853,"%s隨從防禦:%+d\n"
tw_2854,"%s隨從魔防:%+d\n"
tw_2855,"%s隨從血量:%+d\n"
tw_2856,"%s隨從物傷減免:%+d\n"
tw_2857,"%s隨從魔傷減免:%+d\n"
tw_2858,"贖回經驗"
tw_2859,"附近復活"
tw_2860,"是否消耗%u金幣贖回經驗?"
tw_2861,"是否洗禮：否"
tw_2862,"是否洗禮：是"
tw_2863,"轉生次數：%d"
tw_2864,"等級：%d"
tw_2865,"毅力：%d"
tw_2866,"體量：%d"
tw_2867,"未滿足召喚條件，召喚失敗"
tw_2868,"召喚目錄"
tw_2869,"當前體量/最大體量：%d/%d"
tw_2870,"當前毅力：%d"
tw_2871,"一鍵釋放"
tw_2872,"召喚"
tw_2873,"請選擇想要召喚的隨從"
tw_2874,"%s未知屬性:%+d\n"
tw_2875,"總獎勵時長: %d"
tw_2876,"戰友列表 （%d/%d)"
tw_2877,"戰友禮包"
tw_2878,"賬號累積充值%d元可領取%d時間點"
tw_2879,"共享獎勵"
tw_2880,"解除綁定"
tw_2881,"輸入招募令"
tw_2882,"條件不足"
tw_2883,"\f=------召喚條件------"
tw_2884,"定點復活"
tw_2885,"賣家已收攤"
tw_2886,"你已收攤"
tw_2887,"沒有可上架的物品"
tw_2888,"還沒到時間"
tw_2889,"圖鑒"
tw_2890,"查掉落"
tw_2891,"查資訊"
tw_2892,"領取獎勵"
tw_2893,"需開啟圖鑒才能查看"
tw_2894,"重置日期:%s"
tw_2895,"星級進度:%u/%u"
tw_2896,"等級:%u"
tw_2897,"地圖"
tw_2898,"怪物種類"
tw_2899,"怪物信息"
tw_2900,"怪物圖鑒"
tw_2901,"等級"
tw_2902,"防御"
tw_2903,"魔防"
tw_2904,"體力"
tw_2905,"魔力"
tw_2906,"大小"
tw_2907,"弱屬性"
tw_2908,"大"
tw_2909,"小"
tw_2910,"cn3变身描述-死亡骑士"
tw_2911,"cn3变身描述-暗魂骑士长枪手"
tw_2912,"cn3变身描述-暗魂骑士"
tw_2913,"cn3变身描述-暗魂骑士斧头手"
tw_2914,"cn3变身描述-螳螂人"
tw_2915,"cn3变身描述-熊地精"
tw_2916,"cn3变身描述-魅魔"
tw_2917,"cn3变身描述-狼人"
tw_2918,"cn3变身描述-人狼"
tw_2919,"cn3变身描述-邪恶长矛手"
tw_2920,"cn3变身描述-兽人战士"
tw_2921,"cn3变身描述-兽人"
tw_2922,"cn3变身描述-邪恶剑士"
tw_2923,"cn3变身描述-魅魔妖后"
tw_2924,"cn3变身描述-冰霜猎手"
tw_2925,"cn3变身描述-暗魂骑士弓箭手"
tw_2926,"cn3变身描述-熔岩弓箭手"
tw_2927,"cn3变身描述-暗黑精灵"
tw_2928,"cn3变身描述-兽人巡守"
tw_2929,"cn3变身描述-兽人弓箭手"
tw_2930,"cn3变身描述-布伦丹"
tw_2931,"cn3变身描述-黑长者"
tw_2932,"cn3变身描述-长者法师"
tw_2933,"cn3变身描述-巴风特"
tw_2934,"cn3变身描述-昂哥蜘蛛"
tw_2935,"cn3变身描述-侏儒"
tw_2936,"已激活"
tw_2937,"已升級"
tw_2938,"可激活"
tw_2939,"可升級"
tw_2940,"需求"
tw_2941,"天賦列表"
tw_2942,"天賦"
tw_2943,"天賦詳情"
tw_2944,"天賦列表"
tw_2945,"血盟天賦"
tw_2946,"剩餘天賦點數：%d"
tw_2947,"是否消耗 %d 點天賦數學習該天賦？"
tw_2948,"未激活"
tw_2949,"升級"
tw_2950,"可激活"
tw_2951,"盟"
tw_2952,"已經滿級"
tw_2953,"在線獎勵"
tw_2954,"在線獎勵規則 XXX"
tw_2955,"cn3属性点说明占位"
tw_2956,"cn3初始配点和后天配点说明占位"
tw_2957,"重置後不保留已有的洗煉屬性，確定要重置為五階魔力球？"
tw_2958,"重置"
tw_2959,"\f3鎖定的魔法娃娃不能重置"
tw_2960,"Mulit-Benefit in:\n-Charater\n-Communication\n-Gaming Interface\n-Trading\n"
tw_2961,"Click to view Benefits"
tw_2962,"Activate Premium"
tw_2963,"Collect Rewards"
tw_2964,"View all rewards"
tw_2965,"All Rewards"
tw_2966,"Benefits"
tw_2967,"Reset Time:%s"
tw_2968,"\fW====王族属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
tw_2969,"\fW====骑士属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
tw_2970,"\fW====法师属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
tw_2971,"\fW====黑妖属性配点影响（临时占位）====\f>\n\n\f3初始属性所增加的能力为额外能力，升级加点或装备加点不会获得此额外加成\f>\n\n\fW初始力量（11~18）：\f>\n12点：近战伤害+1\n13点：近战伤害+1，\f2近战命中+1\f>\n14点：近战伤害\f2+2\f>，近战命中+1\n15点：近战伤害+2，近战命中\f2+2\f>\n16~18点：近战伤害+2，近战命中+2，\f2负重能力+2\f>\n\n\fW初始体质（12~18）：\f>\n13点：体力成长+1\n14点：体力成长+1，\f2体力回复量+1\f>\n15点：体力成长+1，体力回复量+1，\f2负重能力+2\f>\n16点：体力成长+1，体力回复量\f2+2\f>，负重能力+2\n17点：体力成长+1，体力回复量\f2+3\f>，负重能力+2\n18点：体力成长\f2+2\f>，体力回复量+3，负重能力+2\n\n\fW初始敏捷（12~18）：\f>\n13点：远程命中+2\n14点：远程命中+2，\f2远程伤害+2\f>\n15点：远程命中+2，远程伤害+2，\f2防御+1\f>\n16点：远程命中\f2+3\f>，远程伤害+2，防御+1\n17点：远程命中+3，远程伤害\f2+3\f>，防御+1\n18点：远程命中+3，远程伤害+3，防御\f2+2\f>\n\n\fW初始精神（12~18）：\f>\n13~14点：初始魔力值4点，魔法防御+1\n15点：初始魔力值4点，魔法防御\f2+2\f>，\f2魔力回复量+1\f>\n16~17点：初始魔力值\f26\f>点，魔法防御+2，魔力回复量+1，\f2魔力值成长+1\f>\n18点：初始魔力值\f26点\f>，魔法防御+2，魔力回复量\f2+2\f>，魔力值成长+1\n\n\fW初始智力（12~18）：\f>\n13点：魔法命中+1\n14点：魔法命中+1，\f2魔法暴击+2\f>\n15点：魔法命中\f2+2\f>，魔法暴击+2\n16~18点：魔法命中+2，\f2魔法暴击+4\f>\n\n\fW初始毅力（9~16）：\f>\n精灵毅力在召唤结算时，额外增加12点毅力点数。除此以外初始毅力无其它加成。"
tw_2972,"\f3出戰中的魔法娃娃不能重置"
tw_2973,"更換"
tw_2974,"全部"
tw_2975,"默認頭像框"
tw_2976,"更換頭像框"
tw_2977,"使用"
tw_2978,"\f3你暂时无法移动"
tw_2979,"可製作次數%d/%d"
tw_2980,"請先選擇血盟戰旗"
tw_2981,"請先輸入旗號"
tw_2982,"你的血盟沒有足夠的天賦點數"
tw_2983,"首領類怪物不支持查詢資訊。"
tw_2984,"\fK攻速加成"
tw_2985,"\fK移速加成"
tw_2986,"%s抵抗麻痹: %+d\n"
tw_2987,"\fK抵抗麻痹"
tw_2988,"當前無廣告可用，請稍後再試。"
tw_2989,"Renew Now"
tw_2990,"个人交易"
tw_2991,"血盟增員"
tw_2992,"增加血盟成員上限。\n效果可與【公開演說】和【亂世梟雄】疊加。\n\nLv.1 血盟成員上限 +1\nLv.2 血盟成員上限 +2\nLv.3 血盟成員上限 +3\nLv.4 血盟成員上限 +4\nLv.5 血盟成員上限 +5"
tw_2993,"公開演說"
tw_2994,"增加血盟成員上限。\n效果可與【血盟增員】和【亂世梟雄】疊加。\n\nLv.1 血盟成員上限 +2\nLv.2 血盟成員上限 +4\nLv.3 血盟成員上限 +6\nLv.4 血盟成員上限 +8\nLv.5 血盟成員上限 +10"
tw_2995,"亂世梟雄"
tw_2996,"增加血盟成員上限。\n效果可與【血盟增員】和【公開演說】疊加。\n\nLv.1 血盟成員上限 +3\nLv.2 血盟成員上限 +6\nLv.3 血盟成員上限 +9\nLv.4 血盟成員上限 +12\nLv.5 血盟成員上限 +15"
tw_2997,"城堡宣戰"
tw_2998,"在攻城戰開啟時，可以在承保管理員處進行【宣戰】的操作。\n\n此天賦無法升級。"
tw_2999,"快速成長"
tw_3000,"提升血盟成員在擊殺NPC時所獲得的經驗值\n效果可與【頓悟】疊加\n\nLv.1 經驗值提升 1%\nLv.2 經驗值提升 2%\nLv.3 經驗值提升 3%\nLv.4 經驗值提升 4%\nLv.5 經驗值提升 5%"
tw_3001,"血盟小屋"
tw_3002,"可租賃血盟小屋；各規模的血盟小屋效果可與盟屋競拍主持人了解。\n\nLv.1 可租賃初級盟屋\nLv.2 可租賃中級盟屋\nLv.3 可租賃高級盟屋"
tw_3003,"恢復經驗"
tw_3004,"增加盟屋內傳教士所恢復的經驗的百分比\n\nLv.1 恢復的經驗量從50%提升至55%\nLv.2 恢復的經驗量提升至60%\nLv.3 恢復的經驗量提升至65%\nLv.4 恢復的經驗量提升至70%\nLv.5 恢復的經驗量提升至75%\nLv.6 恢復的經驗量提升至80%"
tw_3005,"頓悟"
tw_3006,"提升血盟成員在擊殺NPC時所獲得的經驗值\n效果可與【快速成長】疊加\n\nLv.1 經驗值提升 5%\nLv.2 經驗值提升 10%\nLv.3 經驗值提升 15%"
tw_3007,"地監標記"
tw_3008,"血盟成員額外獲得專門用於記錄地監坐標的書簽；使用受祝福的隨機傳送卷軸可以快速傳送到該書簽標記的地點\n\nLv.1 擁有1個地監書簽\nLv.1 擁有2個地監書簽\nLv3 擁有3個地監書簽"
tw_3009,"戰鬥潛能"
tw_3010,"血盟習得【戰鬥潛能】天賦後，血盟成員便可在盟屋內購買並使用【潛能激活藥水】。使用卷軸後30分鐘內，每次攻擊均有3%激活潛能。潛能激活之後持續30秒，並且在持續期間，不會再激活同一等級的潛能。\n\nLv.1 隨機激活以下兩種潛能中的一種：\n 精准潛能：近戰/遠程命中 +2，額外魔傷+2\n 靈巧潛能：遠程回避+5，魔法防御+5 \n\nLv.2 隨機激活以下兩種潛能中的一種：\n 攻擊潛能：近戰/遠程傷害+2，魔攻+2\n 防御潛能：防御-4\n 可與Lv.1的潛能共存。\n\nLv.3 隨機激活以下兩種潛能中的一種：\n 堅韌潛能：物傷減免 +2，魔傷減免 +2\n 王者潛能：地、水、火、風元素抗性+5，眩暈抗性+5\n 可與 Lv.1 和 Lv.2 的潛能共存。"
tw_3011,"(null)"
tw_3012,"适龄提示"
tw_3013,"稀有頭像"
tw_3014,"特殊頭像"
tw_3015,"限量頭像"
tw_3016,"等級獎勵"
tw_3017,"頭像佔用"
tw_3018,"Null"
tw_3019,"\fR土"
tw_3020,"\f3火"
tw_3021,"\f1水"
tw_3022,"風"
tw_3023,"硬皮"
tw_3024,"\fA內存不足"
tw_3025,"\fH內存低下"
tw_3026,"破壞者項鏈"
tw_3027,"\f3不可使用"
tw_3028,"低內存顯示"
tw_3029,"\f3不可裝備\f"
tw_3030,"开启PK提醒:"
tw_3031,"\fC你正被 \f=%s \fC袭击，开启PK模式方可反击"
tw_3032,"立即开启PK模式？"
tw_3033,"显示经验掉落:"
tw_3034,"\fH距離：跟隨武器"
tw_3035,"没有任何修改，请先修改"
tw_3036,"请先选择盟旗"
tw_3037,"请先输入盟名"
tw_3038,"请先输入盟旗名"
tw_3039,"本次血盟管理你将消耗以下资源"
tw_3040,"确定"
tw_3041,"限%d个字符"
tw_3042,"基础信息"
tw_3043,"血盟战旗"
tw_3044,"制作材料"
tw_3045,"基础信息"
tw_3046,"血盟战旗"
tw_3047,"预览"
tw_3048,"手续费"
tw_3049,"修改信息"
tw_3050,"免费"
tw_3051,"创建血盟"
tw_3052,"血盟管理"
tw_3053,"该地图不可打开福利"
tw_3054,"\f22.20 怪物圖鑒系統"
tw_3055,"时"
tw_3056,"分"
tw_3057,"禮包領取等級： %d ~ %d"
tw_3058,"禮包領取最小等級： %d"
tw_3059,"禮包領取最大等級： %d"
tw_3060,"当前无可用福利奖励，敬请期待"
tw_3061,"你的背包格數已滿，請盡快清理"
tw_3062,"登陆奖励"
tw_3063,"未解锁"
tw_3064,"稱號解鎖憑證"
tw_3065,"未满足奖励条件，无法领取"
tw_3066,"\fC你正被 \f=%s \fC使用  \f=%s \fC技能袭击，开启PK模式方可反击"
tw_3067,"分解"
tw_3068,"我的招募令：%s"
tw_3069,"是否解除战友关系？"
tw_3070,"战友累积充值达%d元，你也可获得%d时间点哦"
tw_3071,"战友获得招募奖励同时，你也可获得%d时间点哦"
tw_3072,"費用問題"
tw_3073,"招募赚时间[点击了解]"
tw_3074,"摆摊将会解除变形"
tw_3075,"%s金額"
tw_3076,"含稅金額"
tw_3077,"附魔強化"
tw_3078,"附魔結晶"
tw_3079,"確定強化"
tw_3080,"已經達到最高附魔強化等級"
tw_3081,"\fW請選擇防具附魔效果類型"
tw_3082,"\f3金幣不足"
tw_3083,"\f3附魔結晶不足"
tw_3084,"尚未放入用於附魔強化的防具"
tw_3085,"尚未選擇將要強化的附魔效果類型"
tw_3086,"一道金光閃過，附魔強化\f2成功\f>，防具的附魔強化\f2等級+1\f>"
tw_3087,"一道白光閃過，附魔強化\f2成功\f>，幸運的是附魔強化等級並未下降"
tw_3088,"一道黑光閃過，附魔強化\f3失敗\f>，武器的附魔強化等級降為1級"
tw_3089,"\f4---------- 附魔強化 ---------\n"
tw_3090,"\f4等級: %d級%s\n"
tw_3091,"\f4減少傷害: %+d\n"
tw_3092,"物傷減免[PVP]"
tw_3093,"魔傷減免[PVP]"
tw_3094,"最高附魔等級：+%u\n"
tw_3095,"%s物傷減免[PVP]:%+d\n"
tw_3096,"%s魔傷減免[PVP]:%+d\n"
tw_3097,"\f2附魔等級: %d\n"
tw_3098,"\f2附魔屬性: %s\n"
tw_3099,"\fK物理暴擊"
tw_3100,"\fK魔法暴擊"
tw_3101,"%s物理暴擊:+%d%%\n"
tw_3102,"%s魔法暴擊:+%d%%\n"
tw_3103,"選擇\n類型"
tw_3104,"放入\n防具"
tw_3105,"成功升到下一級：%0.2f%%， 成功等級不變：%0.2f%%"
tw_3106,"成功升到下一級：%0.2f%%， 成功等級不變：%0.2f%%， 失敗重置等級：%0.2f%%"
tw_3107,"無損強化(失敗不降等)"
tw_3108,"強化規則標題xx"
tw_3109,"強化規則內容xx"
tw_3110,"\f22.21 附魔強化系統"
tw_3111,"\f2每次失敗將提高成功概率：%.2f%%\n成功率提升上限為：%.2f%%\n直至製作成功後重置回初始成功概率"
tw_3112,"確認要批准玩家"%s"進入血盟嗎？"
tw_3113,"\n\f3(需要扣除人員調整費用%d金幣，後續調整費用將遞增，下週日0點重置回初始費用)"
tw_3114,"無法再通過強化更改類型，可通過後續的附魔轉換系統或提取靈晶後重新強化"
tw_3115,"血盟人員調整次數：%d/%d"
tw_3116,"重置時間：%s"
tw_3117,"提煉靈晶"
tw_3118,"靈晶"
tw_3119,"提煉結果"
tw_3120,"確定消耗[%s]進行該操作嗎？"
tw_3121,"融合靈晶"
tw_3122,"融合結果"
tw_3123,"放入靈晶"
tw_3124,"轉換靈晶"
tw_3125,"附魔防具"
tw_3126,"轉換結果"
tw_3127,"確定轉換"
tw_3128,"盟名"
tw_3129,"旗名"
tw_3130,"血盟管理說明"
tw_3131,"血盟管理規則:首先，我们需要一个策划"
tw_3132,"使用擺攤寶寶"
tw_3133,"擺攤寶寶"
tw_3134,"(寶寶)"
tw_3135,"寶寶攤位"
tw_3136,"請於左邊選擇希望查看的訊息類型"
tw_3137,"訊息類型"
tw_3138,"紀錄"
tw_3139,"當前無寶寶攤位"
tw_3140,"本次修改消耗一次免费修改次数"