tw_0,$0
tw_817,濃縮強力體力恢復劑
tw_818,濃縮橙藥水
tw_819,濃縮終極體力恢復劑
tw_820,濃縮白藥水
tw_821,古代治癒藥劑
tw_822,古代紅色藥水
tw_823,古代強力治癒藥劑
tw_824,古代橙色藥水
tw_825,古代終極治癒藥劑
tw_826,古代白色藥水
tw_827,失明藥水
tw_828,黑色藥水
tw_829,"萬能藥(力量)"
tw_830,"萬能藥(體質)"
tw_831,"萬能藥(敏捷)"
tw_832,"萬能藥(智力)"
tw_833,"萬能藥(精神)"
tw_834,"萬能藥(毅力)"
tw_835,紅酒
tw_836,威士忌
tw_837,精神藥水
tw_838,鑽石
tw_839,紅寶石
tw_840,藍寶石
tw_841,綠寶石
tw_842,品質鑽石
tw_843,品質紅寶石
tw_844,品質藍寶石
tw_845,品質綠寶石
tw_846,高品質鑽石
tw_847,高品質紅寶石
tw_848,高品質藍寶石
tw_849,高品質綠寶石
tw_850,肉
tw_851,魔眼之肉
tw_852,蛋
tw_853,胡蘿蔔
tw_854,檸檬
tw_855,香蕉
tw_856,蘋果
tw_857,橘子
tw_858,防具強化卷軸
tw_859,防具毀滅卷軸
tw_860,回村傳送卷軸
tw_861,集體傳送卷軸
tw_862,武器強化卷軸
tw_863,變形卷軸
tw_864,復活卷軸
tw_865,新手回村傳送卷軸
tw_866,新手解除裝備詛咒卷軸
tw_867,新手鑑定卷軸
tw_868,新手隨機傳送卷軸
tw_869,隨機傳送卷軸
tw_870,解除裝備詛咒卷軸
tw_871,鑑定卷軸
tw_872,戈崙之心
tw_873,金鑰匙
tw_874,德雷克之心
tw_875,鉑金幣
tw_876,酒店鑰匙
tw_877,銀鑰匙
tw_878,項圈
tw_879,磨刀石
tw_880,魔法寶石
tw_881,精靈玉
tw_882,斯科特之鱗
tw_883,斯科特之爪
tw_884,斯科特之眼
tw_885,斯科特之血
tw_886,斯科特之肉
tw_887,斯科特之心
tw_888,斯科特之骨
tw_889,斯科特之牙
tw_890,火龍鱗
tw_891,風龍鱗
tw_892,水龍鱗
tw_893,土龍鱗
tw_894,皮革
tw_895,高級皮革
tw_896,金屬塊
tw_897,黑暗蜘蛛絲
tw_898,狼皮
tw_899,白金金屬板
tw_900,白金
tw_901,白金原石
tw_902,史萊姆的胃液
tw_903,黑色秘銀
tw_904,黑色秘銀原石
tw_905,黑色秘銀金屬板
tw_906,藍色布料
tw_907,紅色布料
tw_908,白色布料
tw_909,鱗片
tw_910,蠍子之皮
tw_911,銀
tw_912,銀原石
tw_913,銀金屬板
tw_914,原石碎片
tw_915,精靈碎片
tw_916,地獄犬之皮
tw_917,黃金金屬板
tw_918,黃金
tw_919,黃金原石
tw_920,獅鷲之羽毛
tw_921,秘銀線
tw_922,秘銀塊
tw_923,秘銀金屬板
tw_924,線
tw_925,奧鋼
tw_926,奧鋼金屬板
tw_927,食人魔的血
tw_928,元素石
tw_929,精靈粉末
tw_930,精靈羽翼
tw_931,薄金屬板
tw_932,黑鑰匙
tw_933,紅鑰匙
tw_934,古代之箭
tw_935,箭
tw_936,銀箭
tw_937,黃金箭
tw_938,秘銀箭
tw_939,黑色秘銀箭
tw_940,奧鋼箭
tw_941,鋼鐵塊
tw_942,鋼鐵原石
tw_943,石頭
tw_944,溶解劑
tw_945,麵粉
tw_946,番茄
tw_947,聖水
tw_948,火屬性強化卷軸
tw_949,土屬性強化卷軸
tw_950,水屬性強化卷軸
tw_951,風屬性強化卷軸
tw_952,返生藥水
tw_953,信紙
tw_954,飾品強化卷軸
tw_955,鐵血徽章
tw_956,珍稀金屬
tw_957,虛空金屬
tw_958,亡靈骨頭
tw_959,破碎皮革(X)
tw_960,破碎皮革(Y)
tw_961,骷髏法師的骨髓
tw_962,淨化的靈魂晶石
tw_963,石頭戈崙之心
tw_964,污穢的靈魂晶石
tw_965,應許之島地監地圖
tw_966,古老隧道的信息
tw_967,力量精華
tw_968,污濁的靈魂晶石
tw_969,死亡騎士的亡靈碎骨
tw_970,虛空之石
tw_971,螳螂人的蠱惑之心
tw_972,人狼的巨牙
tw_973,食屍鬼的屍油
tw_974,食腐魔的不死肉
tw_975,裝有骷髏骨頭的貨箱
tw_976,糧食
tw_977,石盒
tw_978,古代鉑金幣
tw_979,誓約書
tw_980,治癒藥水(綁定)
tw_981,解毒藥水(綁定)
tw_982,強力治癒藥水(綁定)
tw_983,自我加速藥水(綁定)
tw_984,回村傳送卷軸(綁定)
tw_985,隨機傳送卷軸(綁定)
tw_986,解除裝備詛咒卷軸(綁定)
tw_987,鑑定卷軸(綁定)
tw_988,磨刀石(綁定)
tw_989,武器強化卷軸(綁定)
tw_990,防具強化卷軸(綁定)
tw_991,地獄木之匙
tw_992,黑血之匙
tw_993,高級變形卷軸
tw_994,終極變形卷軸
tw_995,智者之禮
tw_996,蒂安神的贈禮[60天]
tw_997,武器高級強化保護卷軸
tw_998,"[隱藏之谷·誓]入場券"
tw_999,"防護套裝"
tw_1000,獸人匕首
tw_1001,骰子匕首
tw_1002,短劍的劍身
tw_1003,匕首
tw_1004,精靈匕首
tw_1005,新手匕首
tw_1006,秘銀匕首
tw_1007,奧鋼匕首
tw_1008,失去魔力的布倫丹之劍
tw_1009,長劍的劍身
tw_1010,奧鋼之劍的劍身
tw_1011,獸人短劍
tw_1012,碎甲之刃
tw_1013,闊劍
tw_1014,短劍
tw_1015,銀劍
tw_1016,侏儒短劍
tw_1017,彎刀
tw_1018,精靈短劍
tw_1019,銀長劍
tw_1020,紅騎士之劍
tw_1021,長劍
tw_1022,黑騎士之劍
tw_1023,新手單手劍
tw_1024,大馬士革刀
tw_1025,黑騎士匕首
tw_1026,武士刀
tw_1027,細劍
tw_1028,波斯彎刀
tw_1029,新手雙手劍
tw_1030,雙手劍
tw_1031,布倫丹之杖
tw_1032,瑟魯基之劍
tw_1033,死亡騎士的火焰之劍
tw_1034,末日之刃
tw_1035,雙手巨劍
tw_1036,潘的犄角
tw_1037,秘銀之角
tw_1038,月刃長戟
tw_1039,獸人之矛
tw_1040,尖刺倒鉤戟
tw_1041,三叉戟
tw_1042,三尖戟
tw_1043,長槍
tw_1044,長矛
tw_1045,倒鉤戟
tw_1046,長柄刀槍
tw_1047,精靈之矛
tw_1048,奧鋼之角
tw_1049,內斯特長槍
tw_1050,長戟
tw_1051,斬矛
tw_1052,新手長矛
tw_1053,暗鴉戰矛
tw_1054,精靈魔抗短劍
tw_1055,精靈敏捷短劍
tw_1056,水晶魔杖
tw_1057,新手法杖
tw_1058,貝雷特之杖
tw_1059,巴風特之杖
tw_1060,巫術法杖
tw_1061,瑪娜之杖
tw_1062,瑪娜鋼杖
tw_1063,橡木法杖
tw_1064,巫師法杖
tw_1065,力量法杖
tw_1066,斧頭
tw_1067,儀式刀
tw_1068,棍棒
tw_1069,連枷
tw_1070,權杖
tw_1071,戰鎚
tw_1072,銀斧
tw_1073,戰斧
tw_1074,精鋼戰斧
tw_1075,狂戰士戰斧
tw_1076,流星錘
tw_1077,新手斧頭
tw_1078,巨斧
tw_1079,獵人之弓
tw_1080,精靈之弓
tw_1081,獸人之弓
tw_1082,弓
tw_1083,短弓
tw_1084,新手石弓
tw_1085,新手之弓
tw_1086,十字短弓
tw_1087,和弓
tw_1088,遠古弩槍
tw_1089,梵迪之弓
tw_1090,精靈魔力短劍
tw_1091,精靈體質短劍
tw_1092,專屬的瑪娜之杖
tw_1093,專屬的寶石魔杖
tw_1094,魔化長矛兵
tw_1095,魔化法師
tw_1096,魔化斧頭兵
tw_1097,魔化弓箭手
tw_1098,魔化戰士
tw_1099,魔化蜘蛛
tw_1100,魔化食屍鬼
tw_1101,魔化的熊地精王
tw_1102,腐爛之身
tw_1103,詛咒之法
tw_1104,瘟疫之源
tw_1105,厄運之首
tw_1106,魔化的食人魔王
tw_1107,怪老頭
tw_1108,怪老頭之影
tw_1109,倒楣鬼
tw_1110,倒楣鬼之影
tw_1111,魔化的蜘蛛女王
tw_1112,貪婪之斧
tw_1113,災難之爪
tw_1114,罪惡之鐮
tw_1115,魔化巴風特
tw_1116,"高級變形卷軸(新手)"
tw_1117,專屬的希望之劍
tw_1118,希望之劍
tw_1119,魔復藥水
tw_1120,馬洛斯地監1層指定傳送卷軸(綁定)
tw_1121,馬洛斯地監2層指定傳送卷軸(綁定)
tw_1122,馬洛斯地監3層指定傳送卷軸(綁定)
tw_1123,馬洛斯地監4層指定傳送卷軸(綁定)
tw_1124,馬洛斯地監5層指定傳送卷軸(綁定)
tw_1125,馬洛斯地監6層指定傳送卷軸(綁定)
tw_1126,馬洛斯地監7層指定傳送卷軸(綁定)
tw_1127,羊的骨頭
tw_1128,朽木
tw_1129,庫洛精華
tw_1130,圖騰
tw_1131,圖騰碎片
tw_1132,"大南瓜 [萬聖節]"
tw_1133,"南瓜餅乾 [萬聖節]"
tw_1134,獸人族的圖騰
tw_1135,精靈之晶
tw_1136,神之水
tw_1137,獸人首領的信物
tw_1138,迷霧魔法陣之書
tw_1139,迷霧魔法陣之心
tw_1140,月光女神的祝福
tw_1141,走失的羊
tw_1142,被盜的精靈羽翼
tw_1143,聖誕帽
tw_1144,聖誕襪
tw_1145,聖誕禮物
tw_1146,聖誕幸運禮物
tw_1147,短期誓約書
tw_1148,藏寶圖(應許之島)
tw_1149,藏寶圖(馬洛斯地區)
tw_1150,藏寶圖(妖魔地區)
tw_1151,藏寶圖(精靈園林)
tw_1152,藏寶圖(沙棘木地區)
tw_1153,高級藏寶圖(應許之島)
tw_1154,高級藏寶圖碎片一
tw_1155,高級藏寶圖碎片二
tw_1156,高級藏寶圖碎片三
tw_1157,高級藏寶圖碎片四
tw_1158,一等變形卷軸(騎士)
tw_1159,二等變形卷軸(騎士)
tw_1160,三等變形卷軸(騎士)
tw_1161,四等變形卷軸(騎士)
tw_1162,五等變形卷軸(騎士)
tw_1163,六等變形捲軸(騎士)
tw_1164,一等變形卷軸(法師)
tw_1165,二等變形卷軸(法師)
tw_1166,三等變形卷軸(法師)
tw_1167,四等變形卷軸(法師)
tw_1168,五等變形卷軸(法師)
tw_1169,六等變形捲軸(法師)
tw_1170,一等變形卷軸(精靈)
tw_1171,二等變形卷軸(精靈)
tw_1172,三等變形卷軸(精靈)
tw_1173,四等變形卷軸(精靈)
tw_1174,五等變形卷軸(精靈)
tw_1175,六等變形捲軸(精靈)
tw_1176,一等變形卷軸(王族)
tw_1177,二等變形卷軸(王族)
tw_1178,三等變形卷軸(王族)
tw_1179,四等變形卷軸(王族)
tw_1180,五等變形卷軸(王族)
tw_1181,六等變形捲軸(王族)
tw_1182,昂哥蜘蛛頭目
tw_1183,地精頭目
tw_1184,地獄犬頭目
tw_1185,哥布林頭目
tw_1186,霍布哥布林頭目
tw_1187,精英骷髏頭目
tw_1188,精英骷髏法師頭目
tw_1189,精英骷髏斧頭兵頭目
tw_1190,精英骷髏弓箭手頭目
tw_1191,精英骷髏長矛兵頭目
tw_1192,骷髏頭目
tw_1193,骷髏法師頭目
tw_1194,骷髏斧頭兵頭目
tw_1195,骷髏弓箭手頭目
tw_1196,骷髏長矛兵頭目
tw_1197,狼人頭目
tw_1198,魔眼頭目
tw_1199,人狼頭目
tw_1200,喪屍頭目
tw_1201,屍羅蜘蛛頭目
tw_1202,石頭戈侖頭目
tw_1203,食腐魔頭目
tw_1204,食人魔頭目
tw_1205,食屍鬼頭目
tw_1206,史萊姆頭目
tw_1207,獸人頭目
tw_1208,獸人法師頭目
tw_1209,獸人弓箭手頭目
tw_1210,獸人戰士頭目
tw_1211,螳螂人頭目
tw_1212,熊地精頭目
tw_1213,夜影頭目
tw_1214,侏儒頭目
tw_1215,侏儒戰士頭目
tw_1216,藏寶圖
tw_1217,高級藏寶圖
tw_1218,黑暗蜘蛛頭目
tw_1219,暗黑精靈頭目
tw_1220,獸人步兵頭目
tw_1221,獸人衛兵頭目
tw_1222,獸人重弩手頭目
tw_1223,獸人薩滿頭目
tw_1224,獸人僵屍頭目
tw_1225,一等變形卷軸
tw_1226,二等變形卷軸
tw_1227,三等變形卷軸
tw_1228,四等變形卷軸
tw_1229,五等變形卷軸
tw_1230,六等變形卷軸
tw_1231,晶石
tw_1232,土晶石
tw_1233,水晶石
tw_1234,風晶石
tw_1235,火晶石
tw_1236,福氣袋[喜]
tw_1237,福氣袋[迎]
tw_1238,福氣袋[慶]
tw_1239,福氣袋[典]
tw_1240,慶典糕點
tw_1241,慶典禮盒
tw_1242,先賢的祝福
tw_1243,紅爆竹
tw_1244,新年變形卷軸
tw_1245,快樂變形卷軸
tw_1246,調皮的年獸
tw_1247,貪吃的年獸
tw_1248,逃竄的年獸
tw_1249,破舊的高級變形卷軸(綁定)
tw_1250,高級變形卷軸(綁定)
tw_1251,精粹
tw_1252,梅林的魔法器具
tw_1253,Teon週年慶禮包
tw_1254,伺服器週年慶禮包
tw_1255,綁定
tw_1256,嗜血狼人
tw_1257,嗜血食人魔
tw_1258,嗜血狼人頭目
tw_1259,嗜血食人魔頭目
tw_1260,紅騎士之盾
tw_1261,魅魔頭目
tw_1262,蛇雞獸頭目
tw_1263,破舊的
tw_1264,閃亮的
tw_1265,艾美[裝飾]
tw_1266,貪婪的
tw_1267,[混亂角鬥場]
tw_1268,[寄賣市場]
tw_1269,[屬性轉化]
tw_1270,角色成長禮盒
tw_1271,希望聖石
tw_1272,帕特神廟的庇佑
tw_1273,和平戒指
tw_1274,澤斯的強力武器
tw_1275,武器強化卷軸(任務專屬)
tw_1276,被封印的誓約書[15天]
tw_1277,格羅瑞婭
tw_1278,魔法符石
tw_1279,魔法染料
tw_1280,特殊魔法染料
tw_1281,邪惡狩獵者
tw_1282,黑暗骷髏弓箭手
tw_1283,黑暗骷髏法師 
tw_1284,黑暗骷髏弓箭手頭目
tw_1285,黑暗骷髏法師頭目
tw_1286,血影
tw_1287,嗜血蜘蛛
tw_1288,惡魔弓箭手
tw_1289,紅騎士套裝
tw_1290,死亡騎士套裝
tw_1291,布倫丹套裝
tw_1292,皮制套裝
tw_1293,獸人套裝
tw_1294,侏儒套裝
tw_1295,尖刺皮制套裝
tw_1296,骷髏套裝
tw_1297,巫師套裝
tw_1298,鋼鐵套裝
tw_1299,尖刺皮涼鞋
tw_1300,皮帽
tw_1301,皮頭盔
tw_1302,鋼鐵頭盔
tw_1303,騎士頭巾
tw_1304,騎士頭盔
tw_1305,侏儒鋼盔
tw_1306,破舊的風之頭盔
tw_1307,死亡騎士頭盔
tw_1308,魔抗頭盔
tw_1309,巫師帽
tw_1310,魔法頭盔:敏捷
tw_1311,魔法頭盔:治癒
tw_1312,魔法頭盔:力量
tw_1313,斯韋丹之帽
tw_1314,皇冠
tw_1315,精靈敏捷頭盔
tw_1316,風之頭盔
tw_1317,阿提拉戰盔
tw_1318,索羅納之帽
tw_1319,感知頭盔
tw_1320,紅騎士頭巾
tw_1321,新手皮盔
tw_1322,詩蔻蒂之帽
tw_1323,埃爾姆的祝福
tw_1324,獸人頭盔
tw_1325,精靈皮盔
tw_1326,夜視頭盔
tw_1327,尖刺皮帽
tw_1328,精靈體質頭盔
tw_1329,恩多之帽
tw_1330,布倫丹軟帽
tw_1331,薇薇安頭飾
tw_1332,頭盔
tw_1333,骷髏頭盔
tw_1334,蟻后金翼
tw_1335,蟻后銀翼
tw_1336,侏儒斗篷
tw_1337,土之斗篷
tw_1338,瑪娜斗篷
tw_1339,魔抗斗篷
tw_1340,水之斗篷
tw_1341,風之斗篷
tw_1342,防護斗篷
tw_1343,紅騎士斗篷
tw_1344,紅色斗篷
tw_1345,火之斗篷
tw_1346,獸人斗篷
tw_1347,精靈斗篷
tw_1348,銀色斗篷
tw_1349,隱身斗篷
tw_1350,位移斗篷
tw_1351,油布斗篷
tw_1352,新手T恤
tw_1353,T恤
tw_1354,皮甲
tw_1355,皮背心
tw_1356,鋼鐵鎧甲
tw_1357,環甲
tw_1358,木甲
tw_1359,死亡騎士盔甲
tw_1360,板條甲
tw_1361,魔抗鏈甲
tw_1362,巫師長袍
tw_1363,棉質長袍
tw_1364,藤甲
tw_1365,巴風特盔甲
tw_1366,阿提拉戰甲
tw_1367,皮帶背心
tw_1368,鱗甲
tw_1369,骷髏盔甲
tw_1370,鏈甲
tw_1371,新手皮甲
tw_1372,水晶盔甲
tw_1373,獸人環甲
tw_1374,獸人鏈甲
tw_1375,精靈鏈甲
tw_1376,精靈鎧甲
tw_1377,精靈護胸金屬板
tw_1378,硬皮背心
tw_1379,尖刺皮甲
tw_1380,尖刺皮背心
tw_1381,青銅鎧甲
tw_1382,布倫丹護甲
tw_1383,薇薇安長袍
tw_1384,鎧甲
tw_1385,皮手套
tw_1386,鋼鐵手套
tw_1387,死亡騎士手套
tw_1388,阿提拉手套
tw_1389,防護手套
tw_1390,水靈手套
tw_1391,新手皮手套
tw_1392,雪地手套
tw_1393,水晶手套
tw_1394,土靈手套
tw_1395,火靈手套
tw_1396,手套
tw_1397,布倫丹手套
tw_1398,薇薇安手套
tw_1399,力量手套
tw_1400,風靈手套
tw_1401,護腕
tw_1402,皮靴
tw_1403,皮涼鞋
tw_1404,鋼鐵長靴
tw_1405,死亡騎士長靴
tw_1406,阿提拉戰靴
tw_1407,貝雷特長靴
tw_1408,巨型長靴
tw_1409,新手皮涼鞋
tw_1410,深海長靴
tw_1411,短靴
tw_1412,布倫丹長靴
tw_1413,薇薇安長靴
tw_1414,黑長者涼鞋
tw_1415,皮盾
tw_1416,鋼鐵盾牌
tw_1417,骷髏盾牌
tw_1418,木盾
tw_1419,侏儒圓盾
tw_1420,瑪娜水晶球
tw_1421,法力之書
tw_1422,反射之盾
tw_1423,紅眼魔盾
tw_1424,塔盾
tw_1425,新手皮盾
tw_1426,精靈盾牌
tw_1427,獸人盾牌
tw_1428,銀騎士之盾
tw_1429,小盾牌
tw_1430,尖刺皮盾
tw_1431,大盾牌
tw_1432,新卡美洛項錬
tw_1433,破舊的毅力項錬
tw_1434,破舊的敏捷項錬
tw_1435,破舊的力量項錬
tw_1436,破舊的智力項錬
tw_1437,破舊的精神項錬
tw_1438,破舊的體質項錬
tw_1439,毅力項錬
tw_1440,敏捷項錬
tw_1441,應許之島項錬
tw_1442,獸人項錬
tw_1443,力量項錬
tw_1444,智力項錬
tw_1445,精神項錬
tw_1446,體質項錬
tw_1447,骷髏項錬
tw_1448,魔抗戒指
tw_1449,變形控制戒指
tw_1450,新手指環
tw_1451,召喚控制戒指
tw_1452,水抗戒指
tw_1453,傳送控制戒指
tw_1454,土抗戒指
tw_1455,風抗戒指
tw_1456,魔抗指環
tw_1457,火抗戒指
tw_1458,破舊的血之腰帶
tw_1459,破舊的靈魂腰帶
tw_1460,破舊的精神腰帶
tw_1461,閃亮的血之腰帶
tw_1462,閃亮的靈魂腰帶
tw_1463,閃亮的精神腰帶
tw_1464,血之腰帶
tw_1465,靈魂腰帶
tw_1466,食人魔腰帶
tw_1467,勇敢腰帶
tw_1468,精神腰帶
tw_1469,巨魔腰帶
tw_1470,皮夾克
tw_1471,光之項錬
tw_1472,魔抗耳環
tw_1473,木夾克
tw_1474,魔抗T恤
tw_1475,小型毅力項錬
tw_1476,小型敏捷項錬
tw_1477,小型力量項錬
tw_1478,小型智力項錬
tw_1479,小型精神項錬
tw_1480,小型體質項錬
tw_1481,專屬的精靈敏捷頭盔
tw_1482,專屬的精靈體質頭盔
tw_1483,專屬的紅騎士頭巾
tw_1484,專屬的體質皮盔
tw_1485,專屬的敏捷皮盔
tw_1486,專屬的腥紅頭巾
tw_1487,魅魔妖后頭目
tw_1488,巨魔頭目
tw_1489,雙頭巨人頭目
tw_1490,血影頭目
tw_1491,嗜血蜘蛛頭目
tw_1492,惡魔弓箭手頭目
tw_1493,月輝耳環
tw_1494,星辰耳環
tw_1495,日炎耳環
tw_1496,守護耳環
tw_1497,勇者耳環
tw_1498,智者耳環
tw_1499,亞龍之矛
tw_1500,亞龍之矛頭目
tw_1501,亞龍之刃
tw_1502,亞龍之刃頭目
tw_1503,泥龍
tw_1504,荒龍
tw_1505,"I"
tw_1506,"Ⅱ"
tw_1507,"Ⅲ"
tw_1508,"IV"
tw_1509,"Ⅴ"
tw_1510,"Ⅵ"
tw_1511,伊丁秘錄
tw_1512,服務生[旅店]
tw_1513,禮物使者
tw_1514,蒂安神的嘉獎
tw_1515,幸運符石
tw_1516,邀請禮包
tw_1517,邀請會員禮包
tw_1518,亨特的戰鬥心得
tw_1519,強力解毒藥水
tw_1520,卡珊特拉居所
tw_1521,應許之島地監
tw_1522,馬洛斯地監
tw_1523,精靈地監
tw_1524,瓦爾妲居所
tw_1525,通往德雷克山嶽
tw_1526,通往精靈園林
tw_1527,德雷克山嶽地監
tw_1528,格羅瑞婭[寄賣市場]
tw_1529,通往馬洛斯地區
tw_1530,通往自然之地
tw_1531,蜥蜴人弓箭手
tw_1532,蠍子頭目
tw_1533,巴西利斯克頭目
tw_1534,哈爾皮埃頭目
tw_1535,蜥蜴人頭目
tw_1536,白蟻頭目
tw_1537,刺蟻頭目
tw_1538,蜥蜴人弓箭手頭目
tw_1539,沙漠毒蠍
tw_1540,銀紋斗篷
tw_1541,紅紋斗篷
tw_1542,一等變形卷軸(魔化)
tw_1543,二等變形卷軸(魔化)
tw_1544,三等變形卷軸(魔化)
tw_1545,四等變形卷軸(魔化)
tw_1546,五等變形卷軸(魔化)
tw_1547,六等變形卷軸(魔化)
tw_1548,高級變形卷軸(魔化)
tw_1549,秘銀劍
tw_1550,蠍子毒液
tw_1551,藥物
tw_1552,蜥蜴人皮
tw_1553,通行證
tw_1554,毒箭
tw_1555,犬牙
tw_1556,哥爾
tw_1557,奧蘭奶奶
tw_1558,喬治將軍
tw_1559,奧睿
tw_1560,馬林
tw_1561,哈伯特
tw_1562,神秘法師
tw_1563,吉婭[道具]
tw_1564,柯爾絲頓[藥店]
tw_1565,阿普頓
tw_1566,納爾遜[武器]
tw_1567,吉弗[倉庫]
tw_1568,塞拉[道具]
tw_1569,卡米拉[藥店]
tw_1570,雷蒙德[防具]
tw_1571,斯科特[武器]
tw_1572,喬斯林[倉庫]
tw_1573,奧吉廉[強化]
tw_1574,明德[寄賣市場]
tw_1575,卡米麗婭[道具]
tw_1576,瑪麗思[藥店]
tw_1577,克雷格
tw_1578,加雷斯[武器]
tw_1579,提伯爾特[倉庫]
tw_1580,威利梅[強化]
tw_1581,朱莉安娜[寄賣市場]
tw_1582,阿修[綠洲商人]
tw_1583,通往沙棘木地區
tw_1584,體力奪取
tw_1585,幸運商人
tw_1586,斧鉗巨蟻
tw_1587,火蟻頭目
tw_1588,兵蟻頭目
tw_1589,巨螞蟻頭目
tw_1590,回憶泉水
tw_1591,飾品強化保護卷軸
tw_1592,寶石魔杖
tw_1593,賞金
tw_1594,追獵魔杖
tw_1595,如意絲綢
tw_1596,炫彩煙花
tw_1597,煙花(任務)
tw_1598,慶典煙花
tw_1599,美好的祝願(任務)
tw_1600,1.2倍經驗魔方
tw_1601,1.3倍經驗魔方
tw_1602,1.4倍經驗魔方
tw_1603,神聖魔方
tw_1604,傳教士
tw_1605,慶典使者
tw_1606,邪惡地獄犬
tw_1607,迷你高級變形卷軸(綁定)
tw_1608,慶典糕點(任務專屬)
tw_1609,弱化侏儒
